id_beneficiaire,annee,region,code_region,province,milieu,genre,age,tranche_age,operateur,niveau_formation,heures_formation,formation_completee,score_evaluation_final
ALP500187,2018,Souss-Massa,SOU,Tata,Urbain,Masculin,40,35-49,ANLCA,Niveau 2 (intermédiaire),74,0,68.2
ALP500188,2017,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Masculin,56,50-64,Mosquée,Niveau 1 (débutant),178,1,97.1
ALP500189,2018,Fès-Meknès,FES,Boulemane,Urbain,Féminin,21,15-24,Association partenaire,Niveau 2 (intermédiaire),124,1,60.3
ALP500190,2021,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Masculin,20,15-24,ANLCA,Niveau 1 (débutant),178,1,65.2
ALP500191,2019,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Féminin,33,25-34,ANLCA,Niveau 1 (débutant),145,1,100.0
ALP500192,2017,Marrakech-Safi,MAR,Safi,Rural,Féminin,51,50-64,ANLCA,Niveau 1 (débutant),98,0,100.0
ALP500193,2023,Casablanca-Settat,CAS,Settat,Rural,Féminin,61,50-64,ANLCA,Niveau 1 (débutant),174,0,92.4
ALP500194,2015,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Féminin,34,25-34,ONG,Niveau 3 (avancé),41,1,80.6
ALP500195,2021,Casablanca-Settat,CAS,Settat,Rural,Masculin,53,50-64,Entreprise,Niveau 2 (intermédiaire),116,1,58.4
ALP500196,2017,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,33,25-34,Association partenaire,Niveau 1 (débutant),171,1,79.7
ALP500197,2019,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,28,25-34,Association partenaire,Niveau 1 (débutant),137,1,73.3
ALP500198,2015,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,28,25-34,ONG,Niveau 2 (intermédiaire),145,0,82.9
ALP500199,2016,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,45,35-49,Association partenaire,Niveau 2 (intermédiaire),40,1,97.4
ALP500200,2018,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,64,50-64,Association partenaire,Niveau 1 (débutant),82,0,73.3
ALP500201,2023,Fès-Meknès,FES,Taounate,Rural,Masculin,19,15-24,ANLCA,Niveau 1 (débutant),46,1,94.4
ALP500202,2019,Marrakech-Safi,MAR,Marrakech,Urbain,Masculin,36,35-49,Association partenaire,Niveau 2 (intermédiaire),42,1,58.9
ALP500203,2018,Marrakech-Safi,MAR,Chichaoua,Urbain,Féminin,28,25-34,Association partenaire,Niveau 2 (intermédiaire),193,1,48.6
ALP500204,2022,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Féminin,54,50-64,ANLCA,Niveau 2 (intermédiaire),180,1,41.5
ALP500205,2020,Guelmim-Oued Noun,GUE,Guelmim,Rural,Féminin,55,50-64,ANLCA,Niveau 1 (débutant),165,1,83.1
ALP500206,2022,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Masculin,25,15-24,Association partenaire,Niveau 2 (intermédiaire),117,1,68.7
ALP500207,2016,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,59,50-64,ANLCA,Niveau 1 (débutant),148,1,64.2
ALP500208,2021,Casablanca-Settat,CAS,Settat,Urbain,Féminin,25,15-24,Association partenaire,Niveau 1 (débutant),169,1,59.8
ALP500209,2019,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,60,50-64,ANLCA,Niveau 3 (avancé),45,1,51.6
ALP500210,2021,Fès-Meknès,FES,Moulay Yacoub,Rural,Féminin,61,50-64,Mosquée,Niveau 1 (débutant),117,0,77.7
ALP500211,2015,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,51,50-64,Association partenaire,Niveau 1 (débutant),40,1,47.0
ALP500212,2021,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,46,35-49,ANLCA,Niveau 3 (avancé),76,0,63.8
ALP500213,2015,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,54,50-64,ANLCA,Niveau 3 (avancé),96,0,86.0
ALP500214,2023,Souss-Massa,SOU,Tiznit,Rural,Masculin,38,35-49,Association partenaire,Niveau 1 (débutant),198,0,78.8
ALP500215,2018,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,45,35-49,Association partenaire,Niveau 2 (intermédiaire),64,1,95.2
ALP500216,2020,Oriental,ORI,Berkane,Rural,Féminin,23,15-24,ONG,Niveau 1 (débutant),165,1,37.0
ALP500217,2019,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,47,35-49,ANLCA,Niveau 2 (intermédiaire),184,1,72.9
ALP500218,2023,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,45,35-49,Association partenaire,Niveau 2 (intermédiaire),169,1,59.6
ALP500219,2019,Fès-Meknès,FES,Taza,Rural,Féminin,64,50-64,Mosquée,Niveau 1 (débutant),165,0,72.5
ALP500220,2015,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Masculin,20,15-24,Mosquée,Niveau 1 (débutant),58,1,62.8
ALP500221,2020,Fès-Meknès,FES,Meknès,Urbain,Féminin,23,15-24,ANLCA,Niveau 2 (intermédiaire),116,1,60.2
ALP500222,2021,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Féminin,35,25-34,Association partenaire,Niveau 1 (débutant),54,1,84.3
ALP500223,2023,Fès-Meknès,FES,El Hajeb,Rural,Féminin,37,35-49,ANLCA,Niveau 2 (intermédiaire),120,0,45.1
ALP500224,2020,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,26,25-34,ANLCA,Niveau 1 (débutant),112,1,34.3
ALP500225,2022,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Féminin,55,50-64,Association partenaire,Niveau 2 (intermédiaire),134,0,69.2
ALP500226,2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,27,25-34,Mosquée,Niveau 1 (débutant),184,0,71.7
ALP500227,2016,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Féminin,33,25-34,Association partenaire,Niveau 3 (avancé),156,1,74.6
ALP500228,2023,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,32,25-34,Association partenaire,Niveau 3 (avancé),151,1,63.1
ALP500229,2019,Fès-Meknès,FES,Fès,Rural,Masculin,53,50-64,Mosquée,Niveau 2 (intermédiaire),72,1,58.5
ALP500230,2020,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,54,50-64,Association partenaire,Niveau 1 (débutant),63,1,87.1
ALP500231,2020,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,20,15-24,ANLCA,Niveau 1 (débutant),152,1,49.6
ALP500232,2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,43,35-49,ANLCA,Niveau 1 (débutant),191,0,74.0
ALP500233,2018,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,41,35-49,Association partenaire,Niveau 3 (avancé),77,0,95.2
ALP500234,2022,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Féminin,21,15-24,ANLCA,Niveau 2 (intermédiaire),72,1,49.4
ALP500235,2022,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,24,15-24,ANLCA,Niveau 1 (débutant),151,0,62.6
ALP500236,2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Féminin,25,15-24,Mosquée,Niveau 2 (intermédiaire),193,0,59.7
ALP500237,2015,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,55,50-64,Mosquée,Niveau 2 (intermédiaire),147,0,81.1
ALP500238,2017,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,26,25-34,Association partenaire,Niveau 1 (débutant),66,1,100.0
ALP500239,2016,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Féminin,62,50-64,ANLCA,Niveau 1 (débutant),57,1,41.9
ALP500240,2019,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,37,35-49,Mosquée,Niveau 2 (intermédiaire),190,1,45.0
ALP500241,2015,Souss-Massa,SOU,Tata,Rural,Féminin,22,15-24,ANLCA,Niveau 2 (intermédiaire),176,1,51.0
ALP500242,2015,Marrakech-Safi,MAR,Al Haouz,Rural,Masculin,37,35-49,Entreprise,Niveau 2 (intermédiaire),177,1,41.2
ALP500243,2019,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,39,35-49,ANLCA,Niveau 2 (intermédiaire),117,1,85.9
ALP500244,2020,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Masculin,44,35-49,Association partenaire,Niveau 3 (avancé),137,0,72.6
ALP500245,2016,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Féminin,40,35-49,Association partenaire,Niveau 1 (débutant),63,0,45.5
ALP500246,2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,30,25-34,Mosquée,Niveau 3 (avancé),132,0,46.8
ALP500247,2018,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Féminin,59,50-64,ANLCA,Niveau 2 (intermédiaire),179,1,77.5
ALP500248,2015,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,24,15-24,Association partenaire,Niveau 3 (avancé),173,1,79.6
ALP500249,2017,Souss-Massa,SOU,Tata,Rural,Masculin,50,35-49,Entreprise,Niveau 2 (intermédiaire),147,1,92.1
ALP500250,2016,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,43,35-49,ONG,Niveau 2 (intermédiaire),65,1,61.5
ALP500251,2016,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,61,50-64,Association partenaire,Niveau 2 (intermédiaire),51,1,85.2
ALP500252,2021,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,28,25-34,ANLCA,Niveau 1 (débutant),134,1,62.4
ALP500253,2016,Oriental,ORI,Taourirt,Rural,Masculin,62,50-64,Mosquée,Niveau 2 (intermédiaire),45,0,57.0
ALP500254,2015,Marrakech-Safi,MAR,Al Haouz,Rural,Masculin,16,15-24,ONG,Niveau 2 (intermédiaire),105,1,69.4
ALP500255,2016,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Masculin,43,35-49,Entreprise,Niveau 3 (avancé),101,1,67.4
ALP500256,2020,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,20,15-24,Association partenaire,Niveau 3 (avancé),109,0,71.5
ALP500257,2019,Drâa-Tafilalet,DRA,Zagora,Rural,Féminin,37,35-49,Association partenaire,Niveau 3 (avancé),102,0,63.0
ALP500258,2020,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,34,25-34,ANLCA,Niveau 3 (avancé),127,1,67.5
ALP500259,2017,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,40,35-49,ANLCA,Niveau 2 (intermédiaire),61,0,75.6
ALP500260,2019,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Féminin,27,25-34,Association partenaire,Niveau 3 (avancé),98,0,22.7
ALP500261,2023,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Féminin,28,25-34,ANLCA,Niveau 2 (intermédiaire),130,0,89.1
ALP500262,2018,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,41,35-49,ANLCA,Niveau 1 (débutant),59,1,63.4
ALP500263,2017,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,17,15-24,ANLCA,Niveau 1 (débutant),156,1,48.7
ALP500264,2022,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,59,50-64,ANLCA,Niveau 2 (intermédiaire),191,1,74.3
ALP500265,2021,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,64,50-64,ONG,Niveau 1 (débutant),61,0,37.2
ALP500266,2018,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,57,50-64,ONG,Niveau 2 (intermédiaire),122,0,68.2
ALP500267,2016,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,29,25-34,ANLCA,Niveau 2 (intermédiaire),79,1,51.0
ALP500268,2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Féminin,32,25-34,ANLCA,Niveau 1 (débutant),69,0,70.0
ALP500269,2017,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,56,50-64,Association partenaire,Niveau 2 (intermédiaire),44,1,35.4
ALP500270,2016,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,18,15-24,Mosquée,Niveau 2 (intermédiaire),126,1,74.7
ALP500271,2018,Drâa-Tafilalet,DRA,Errachidia,Rural,Féminin,27,25-34,ANLCA,Niveau 1 (débutant),98,0,47.3
ALP500272,2015,Guelmim-Oued Noun,GUE,Assa-Zag,Rural,Féminin,33,25-34,ANLCA,Niveau 1 (débutant),102,0,45.2
ALP500273,2021,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,16,15-24,ANLCA,Niveau 1 (débutant),125,1,71.3
ALP500274,2017,Souss-Massa,SOU,Tata,Rural,Féminin,15,,Association partenaire,Niveau 2 (intermédiaire),116,1,58.9
ALP500275,2023,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Féminin,39,35-49,ONG,Niveau 3 (avancé),57,1,53.9
ALP500276,2015,Casablanca-Settat,CAS,Khouribga,Urbain,Masculin,23,15-24,Association partenaire,Niveau 2 (intermédiaire),131,1,58.8
ALP500277,2015,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Féminin,16,15-24,Association partenaire,Niveau 2 (intermédiaire),130,1,65.7
ALP500278,2017,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,26,25-34,Association partenaire,Niveau 1 (débutant),122,1,85.6
ALP500279,2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Masculin,61,50-64,Mosquée,Niveau 2 (intermédiaire),168,1,86.3
ALP500280,2023,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,48,35-49,Mosquée,Niveau 3 (avancé),126,0,63.4
ALP500281,2021,Souss-Massa,SOU,Tiznit,Rural,Féminin,41,35-49,Mosquée,Niveau 1 (débutant),163,0,81.6
ALP500282,2016,Oriental,ORI,Guercif,Urbain,Féminin,35,25-34,Entreprise,Niveau 1 (débutant),138,1,54.2
ALP500283,2022,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Masculin,50,35-49,Mosquée,Niveau 3 (avancé),160,1,86.8
ALP500284,2016,Souss-Massa,SOU,Tata,Rural,Masculin,54,50-64,Entreprise,Niveau 1 (débutant),117,1,100.0
ALP500285,2020,Casablanca-Settat,CAS,Khouribga,Rural,Masculin,58,50-64,Mosquée,Niveau 3 (avancé),87,0,48.9
ALP500286,2020,Fès-Meknès,FES,Meknès,Rural,Masculin,55,50-64,Association partenaire,Niveau 1 (débutant),65,1,62.1
ALP500287,2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Féminin,36,35-49,ANLCA,Niveau 2 (intermédiaire),199,1,42.4
ALP500288,2021,Souss-Massa,SOU,Tata,Urbain,Masculin,55,50-64,ANLCA,Niveau 2 (intermédiaire),121,1,49.1
ALP500289,2018,Marrakech-Safi,MAR,Marrakech,Urbain,Masculin,58,50-64,Mosquée,Niveau 1 (débutant),162,1,62.7
ALP500290,2023,Guelmim-Oued Noun,GUE,Guelmim,Rural,Masculin,20,15-24,Association partenaire,Niveau 3 (avancé),183,0,83.1
ALP500291,2017,Souss-Massa,SOU,Tiznit,Rural,Féminin,33,25-34,Entreprise,Niveau 1 (débutant),138,1,51.8
ALP500292,2015,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Féminin,60,50-64,ANLCA,Niveau 1 (débutant),150,1,69.9
ALP500293,2015,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,43,35-49,ANLCA,Niveau 2 (intermédiaire),113,0,43.2
ALP500294,2021,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,37,35-49,ANLCA,Niveau 3 (avancé),158,1,92.2
ALP500295,2020,Fès-Meknès,FES,El Hajeb,Rural,Féminin,20,15-24,ONG,Niveau 1 (débutant),125,1,87.7
ALP500296,2020,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,57,50-64,Entreprise,Niveau 3 (avancé),149,1,48.7
ALP500297,2015,Souss-Massa,SOU,Tata,Rural,Féminin,17,15-24,ANLCA,Niveau 1 (débutant),152,1,84.4
ALP500298,2023,Marrakech-Safi,MAR,Safi,Urbain,Féminin,38,35-49,ANLCA,Niveau 1 (débutant),137,1,88.4
ALP500299,2018,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,64,50-64,ANLCA,Niveau 3 (avancé),90,1,48.5
ALP500300,2023,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,49,35-49,ANLCA,Niveau 1 (débutant),163,1,66.5
ALP500301,2018,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,18,15-24,ANLCA,Niveau 1 (débutant),134,1,100.0
ALP500302,2022,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,28,25-34,ANLCA,Niveau 1 (débutant),89,0,42.2
ALP500303,2020,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Féminin,48,35-49,Association partenaire,Niveau 2 (intermédiaire),83,1,74.5
ALP500304,2023,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,57,50-64,Entreprise,Niveau 1 (débutant),119,0,23.8
ALP500305,2018,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,46,35-49,ANLCA,Niveau 3 (avancé),123,1,75.1
ALP500306,2018,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Féminin,37,35-49,Association partenaire,Niveau 2 (intermédiaire),90,1,65.0
ALP500307,2015,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,41,35-49,Association partenaire,Niveau 1 (débutant),47,1,31.6
ALP500308,2017,Oriental,ORI,Berkane,Rural,Masculin,49,35-49,Mosquée,Niveau 2 (intermédiaire),110,1,47.2
ALP500309,2020,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Masculin,16,15-24,Association partenaire,Niveau 2 (intermédiaire),157,0,92.4
ALP500310,2022,Casablanca-Settat,CAS,Settat,Rural,Féminin,22,15-24,Association partenaire,Niveau 1 (débutant),156,0,50.6
ALP500311,2016,Souss-Massa,SOU,Taroudannt,Rural,Féminin,46,35-49,ANLCA,Niveau 2 (intermédiaire),115,0,90.1
ALP500312,2016,Oriental,ORI,Nador,Rural,Féminin,18,15-24,ONG,Niveau 1 (débutant),197,1,56.6
ALP500313,2021,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,21,15-24,Association partenaire,Niveau 1 (débutant),53,1,54.3
ALP500314,2021,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Féminin,60,50-64,ONG,Niveau 3 (avancé),119,0,82.4
ALP500315,2015,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Féminin,40,35-49,Association partenaire,Niveau 1 (débutant),83,1,49.0
ALP500316,2018,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,15,,Entreprise,Niveau 3 (avancé),40,0,80.3
ALP500317,2017,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,30,25-34,ONG,Niveau 2 (intermédiaire),188,1,59.1
ALP500318,2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Féminin,24,15-24,Mosquée,Niveau 1 (débutant),127,1,96.4
ALP500319,2019,Fès-Meknès,FES,Taounate,Urbain,Masculin,53,50-64,Entreprise,Niveau 3 (avancé),162,1,48.7
ALP500320,2020,Drâa-Tafilalet,DRA,Midelt,Urbain,Féminin,30,25-34,Association partenaire,Niveau 1 (débutant),124,0,63.7
ALP500321,2023,Oriental,ORI,Oujda-Angad,Urbain,Masculin,34,25-34,Association partenaire,Niveau 1 (débutant),159,0,70.7
ALP500322,2019,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,45,35-49,Entreprise,Niveau 1 (débutant),183,1,60.9
ALP500323,2016,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,55,50-64,Association partenaire,Niveau 3 (avancé),114,0,32.9
ALP500324,2021,Oriental,ORI,Taourirt,Rural,Féminin,33,25-34,ANLCA,Niveau 2 (intermédiaire),126,1,88.8
ALP500325,2018,Souss-Massa,SOU,Tata,Rural,Masculin,59,50-64,Entreprise,Niveau 2 (intermédiaire),105,1,94.0
ALP500326,2020,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,42,35-49,ANLCA,Niveau 3 (avancé),124,0,73.8
ALP500327,2018,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,39,35-49,ANLCA,Niveau 3 (avancé),146,1,97.3
ALP500328,2023,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Masculin,61,50-64,ANLCA,Niveau 2 (intermédiaire),97,1,62.4
ALP500329,2020,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Masculin,49,35-49,ONG,Niveau 1 (débutant),53,0,61.1
ALP500330,2016,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,15,,Mosquée,Niveau 2 (intermédiaire),58,1,33.7
ALP500331,2022,Oriental,ORI,Berkane,Urbain,Féminin,62,50-64,ONG,Niveau 1 (débutant),44,1,53.1
ALP500332,2022,Oriental,ORI,Taourirt,Rural,Féminin,24,15-24,Association partenaire,Niveau 2 (intermédiaire),104,1,61.9
ALP500333,2022,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,26,25-34,Association partenaire,Niveau 1 (débutant),137,0,67.6
ALP500334,2015,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,17,15-24,ONG,Niveau 1 (débutant),105,0,49.6
ALP500335,2021,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,37,35-49,Mosquée,Niveau 2 (intermédiaire),194,0,56.3
ALP500336,2018,Casablanca-Settat,CAS,Khouribga,Rural,Masculin,48,35-49,Association partenaire,Niveau 2 (intermédiaire),140,0,75.7
ALP500337,2015,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Féminin,32,25-34,ANLCA,Niveau 1 (débutant),173,0,73.5
ALP500338,2022,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,53,50-64,Mosquée,Niveau 2 (intermédiaire),176,1,73.2
ALP500339,2023,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Masculin,19,15-24,Association partenaire,Niveau 2 (intermédiaire),183,1,57.6
ALP500340,2015,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,60,50-64,ANLCA,Niveau 1 (débutant),157,0,31.2
ALP500341,2022,Fès-Meknès,FES,Moulay Yacoub,Rural,Féminin,59,50-64,ANLCA,Niveau 3 (avancé),144,1,55.8
ALP500342,2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,41,35-49,Mosquée,Niveau 3 (avancé),175,0,75.9
ALP500343,2017,Fès-Meknès,FES,Taza,Rural,Masculin,25,15-24,Association partenaire,Niveau 2 (intermédiaire),66,0,31.2
ALP500344,2019,Casablanca-Settat,CAS,Settat,Rural,Féminin,23,15-24,Association partenaire,Niveau 1 (débutant),164,0,39.9
ALP500345,2018,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Féminin,57,50-64,ONG,Niveau 1 (débutant),162,1,70.8
ALP500346,2019,Fès-Meknès,FES,Boulemane,Urbain,Féminin,56,50-64,ANLCA,Niveau 2 (intermédiaire),158,0,99.8
ALP500347,2020,Dakhla-Oued Eddahab,DAK,Dakhla,Rural,Masculin,46,35-49,Association partenaire,Niveau 1 (débutant),174,0,82.8
ALP500348,2017,Drâa-Tafilalet,DRA,Errachidia,Rural,Féminin,45,35-49,Mosquée,Niveau 1 (débutant),50,1,57.2
ALP500349,2023,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Féminin,49,35-49,ONG,Niveau 1 (débutant),87,0,66.8
ALP500350,2016,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,17,15-24,ANLCA,Niveau 2 (intermédiaire),55,0,72.5
ALP500351,2022,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,35,25-34,Association partenaire,Niveau 2 (intermédiaire),180,1,63.9
ALP500352,2017,Marrakech-Safi,MAR,Safi,Urbain,Féminin,27,25-34,Entreprise,Niveau 2 (intermédiaire),90,0,53.3
ALP500353,2015,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Masculin,51,50-64,ANLCA,Niveau 2 (intermédiaire),76,1,71.5
ALP500354,2020,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,40,35-49,ONG,Niveau 3 (avancé),149,1,23.1
ALP500355,2022,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,19,15-24,ANLCA,Niveau 2 (intermédiaire),174,0,86.8
ALP500356,2017,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,58,50-64,Association partenaire,Niveau 2 (intermédiaire),49,1,57.9
ALP500357,2020,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,58,50-64,ANLCA,Niveau 2 (intermédiaire),141,0,46.5
ALP500358,2018,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,28,25-34,ONG,Niveau 2 (intermédiaire),181,1,88.3
ALP500359,2020,Casablanca-Settat,CAS,Settat,Urbain,Féminin,48,35-49,ANLCA,Niveau 3 (avancé),81,1,91.1
ALP500360,2022,Oriental,ORI,Oujda-Angad,Urbain,Féminin,47,35-49,ANLCA,Niveau 3 (avancé),154,1,72.4
ALP500361,2022,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,52,50-64,Mosquée,Niveau 2 (intermédiaire),154,1,55.2
ALP500362,2021,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,18,15-24,ANLCA,Niveau 2 (intermédiaire),90,1,48.6
ALP500363,2023,Oriental,ORI,Figuig,Urbain,Féminin,17,15-24,ONG,Niveau 3 (avancé),181,1,99.7
ALP500364,2022,Fès-Meknès,FES,Séfrou,Urbain,Féminin,44,35-49,Association partenaire,Niveau 3 (avancé),137,0,56.8
ALP500365,2017,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,43,35-49,ANLCA,Niveau 2 (intermédiaire),179,0,92.5
ALP500366,2016,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,26,25-34,Mosquée,Niveau 2 (intermédiaire),93,1,77.6
ALP500367,2022,Fès-Meknès,FES,Boulemane,Rural,Féminin,31,25-34,ANLCA,Niveau 2 (intermédiaire),112,1,56.1
ALP500368,2019,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,59,50-64,Association partenaire,Niveau 2 (intermédiaire),182,1,72.1
ALP500369,2020,Oriental,ORI,Oujda-Angad,Rural,Féminin,21,15-24,ANLCA,Niveau 2 (intermédiaire),192,1,55.8
ALP500370,2021,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,23,15-24,Association partenaire,Niveau 2 (intermédiaire),57,0,66.9
ALP500371,2023,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,58,50-64,ANLCA,Niveau 1 (débutant),156,1,64.1
ALP500372,2020,Guelmim-Oued Noun,GUE,Sidi Ifni,Urbain,Masculin,19,15-24,Association partenaire,Niveau 1 (débutant),136,1,22.7
ALP500373,2015,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,44,35-49,Association partenaire,Niveau 1 (débutant),177,1,46.2
ALP500374,2016,Oriental,ORI,Figuig,Rural,Féminin,53,50-64,Association partenaire,Niveau 1 (débutant),160,0,87.9
