id_beneficiaire,annee_scolaire,region,code_region,milieu,genre,cycle,type_aide,montant_aide_mad,organisme_financeur
AS600252,2021-2022,Oriental,ORI,Rural,Masculin,Primaire,Cartable,159,MEN
AS600253,2022-2023,Oriental,ORI,Rural,Féminin,Qualifiant,Transport scolaire,1276,MEN
AS600254,2022-2023,Fès-Meknès,FES,Rural,Féminin,Collégial,Cartable,158,Collectivité locale
AS600255,2022-2023,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Cartable,171,MEN
AS600256,2023-2024,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Restauration scolaire,1859,Don privé
AS600257,2023-2024,Fès-Meknès,FES,Rural,Masculin,Collégial,Transport scolaire,1478,MEN
AS600258,2022-2023,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Transport scolaire,1302,INDH
AS600259,2018-2019,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Internat,4284,MEN
AS600260,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Qualifiant,Internat,3497,MEN
AS600261,2015-2016,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Cartable,145,MEN
AS600262,2023-2024,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,165,MEN
AS600263,2020-2021,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Internat,3240,INDH
AS600264,2020-2021,Drâa-Tafilalet,DRA,Urbain,Féminin,Collégial,Restauration scolaire,1830,MEN
AS600265,2021-2022,Oriental,ORI,Urbain,Féminin,Primaire,Internat,3887,MEN
AS600266,2020-2021,Marrakech-Safi,MAR,Rural,Masculin,Qualifiant,Internat,3814,INDH
AS600267,2023-2024,Oriental,ORI,Urbain,Féminin,Collégial,Uniforme,264,MEN
AS600268,2020-2021,Drâa-Tafilalet,DRA,Urbain,Féminin,Primaire,Cartable,156,Collectivité locale
AS600269,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Fournitures,217,MEN
AS600270,2018-2019,Fès-Meknès,FES,Rural,Féminin,Primaire,Cartable,190,MEN
AS600271,2018-2019,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Transport scolaire,1320,MEN
AS600272,2023-2024,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Uniforme,305,MEN
AS600273,2020-2021,Drâa-Tafilalet,DRA,Rural,Masculin,Collégial,Restauration scolaire,1622,INDH
AS600274,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Restauration scolaire,1834,MEN
AS600275,2021-2022,Drâa-Tafilalet,DRA,Urbain,Masculin,Qualifiant,Internat,3216,INDH
AS600276,2015-2016,Fès-Meknès,FES,Rural,Masculin,Primaire,Restauration scolaire,1898,Collectivité locale
AS600277,2015-2016,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Cartable,169,INDH
AS600278,2020-2021,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Fournitures,161,MEN
AS600279,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Collégial,Restauration scolaire,1711,Collectivité locale
AS600280,2022-2023,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Cartable,169,MEN
AS600281,2023-2024,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Cartable,140,MEN
AS600282,2015-2016,Laâyoune-Sakia El Hamra,LAA,Rural,Masculin,Primaire,Restauration scolaire,1803,Collectivité locale
AS600283,2023-2024,Drâa-Tafilalet,DRA,Rural,Masculin,Collégial,Cartable,153,MEN
AS600284,2015-2016,Oriental,ORI,Rural,Masculin,Qualifiant,Internat,3383,MEN
AS600285,2019-2020,Drâa-Tafilalet,DRA,Rural,Masculin,Primaire,Restauration scolaire,1546,Collectivité locale
AS600286,2018-2019,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Internat,3613,Collectivité locale
AS600287,2018-2019,Fès-Meknès,FES,Urbain,Féminin,Primaire,Restauration scolaire,1857,ONG
AS600288,2021-2022,Oriental,ORI,Urbain,Féminin,Primaire,Restauration scolaire,2057,MEN
AS600289,2022-2023,Oriental,ORI,Urbain,Masculin,Primaire,Restauration scolaire,1543,MEN
AS600290,2023-2024,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,182,ONG
AS600291,2016-2017,Fès-Meknès,FES,Urbain,Féminin,Qualifiant,Restauration scolaire,1834,Collectivité locale
AS600292,2015-2016,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Internat,3668,MEN
AS600293,2019-2020,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,153,MEN
AS600294,2019-2020,Drâa-Tafilalet,DRA,Rural,Masculin,Collégial,Internat,3217,Collectivité locale
AS600295,2019-2020,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Primaire,Cartable,142,INDH
AS600296,2021-2022,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Internat,3394,MEN
AS600297,2015-2016,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Cartable,168,Collectivité locale
AS600298,2023-2024,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Cartable,128,INDH
AS600299,2018-2019,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Cartable,175,MEN
AS600300,2017-2018,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Cartable,185,MEN
AS600301,2019-2020,Oriental,ORI,Rural,Féminin,Primaire,Cartable,144,MEN
AS600302,2018-2019,Souss-Massa,SOU,Rural,Masculin,Qualifiant,Restauration scolaire,2000,INDH
AS600303,2017-2018,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Internat,3470,MEN
AS600304,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Transport scolaire,1169,MEN
AS600305,2016-2017,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Transport scolaire,1069,MEN
AS600306,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Transport scolaire,1139,MEN
AS600307,2017-2018,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Cartable,147,MEN
AS600308,2022-2023,Drâa-Tafilalet,DRA,Urbain,Masculin,Collégial,Internat,2811,MEN
AS600309,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Restauration scolaire,2052,INDH
AS600310,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Internat,3197,MEN
AS600311,2023-2024,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Transport scolaire,1325,MEN
AS600312,2017-2018,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Transport scolaire,1159,ONG
AS600313,2022-2023,Oriental,ORI,Urbain,Féminin,Primaire,Cartable,170,Collectivité locale
AS600314,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Restauration scolaire,2005,MEN
AS600315,2015-2016,Fès-Meknès,FES,Rural,Féminin,Primaire,Restauration scolaire,1719,MEN
AS600316,2016-2017,Béni Mellal-Khénifra,BMK,Rural,Masculin,Qualifiant,Cartable,122,MEN
AS600317,2017-2018,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Fournitures,189,ONG
AS600318,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Restauration scolaire,1958,MEN
AS600319,2020-2021,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Restauration scolaire,1826,MEN
AS600320,2023-2024,Oriental,ORI,Urbain,Masculin,Primaire,Fournitures,220,MEN
AS600321,2021-2022,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Cartable,168,INDH
AS600322,2017-2018,Fès-Meknès,FES,Urbain,Masculin,Primaire,Internat,3709,INDH
AS600323,2016-2017,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Internat,3179,MEN
AS600324,2020-2021,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Uniforme,255,Collectivité locale
AS600325,2015-2016,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Internat,3570,MEN
AS600326,2020-2021,Fès-Meknès,FES,Urbain,Féminin,Primaire,Transport scolaire,1158,MEN
AS600327,2020-2021,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,154,ONG
AS600328,2018-2019,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Collégial,Internat,3339,INDH
AS600329,2021-2022,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Primaire,Restauration scolaire,1754,INDH
AS600330,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Qualifiant,Transport scolaire,1049,MEN
AS600331,2021-2022,Marrakech-Safi,MAR,Rural,Féminin,Qualifiant,Restauration scolaire,1914,MEN
AS600332,2015-2016,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Fournitures,167,MEN
AS600333,2020-2021,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Transport scolaire,1076,Collectivité locale
AS600334,2019-2020,Fès-Meknès,FES,Rural,Masculin,Primaire,Uniforme,280,ONG
AS600335,2019-2020,Oriental,ORI,Urbain,Masculin,Primaire,Restauration scolaire,1680,MEN
AS600336,2022-2023,Oriental,ORI,Urbain,Féminin,Primaire,Cartable,155,INDH
AS600337,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Uniforme,331,MEN
AS600338,2023-2024,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Uniforme,319,MEN
AS600339,2016-2017,Guelmim-Oued Noun,GUE,Urbain,Masculin,Primaire,Cartable,153,Collectivité locale
AS600340,2019-2020,Fès-Meknès,FES,Rural,Féminin,Collégial,Internat,3826,MEN
AS600341,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Uniforme,334,MEN
AS600342,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Restauration scolaire,1852,Collectivité locale
AS600343,2020-2021,Laâyoune-Sakia El Hamra,LAA,Rural,Féminin,Primaire,Internat,3173,MEN
AS600344,2019-2020,Oriental,ORI,Urbain,Masculin,Primaire,Cartable,162,MEN
AS600345,2015-2016,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Restauration scolaire,2024,MEN
AS600346,2017-2018,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Restauration scolaire,1781,MEN
AS600347,2018-2019,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Uniforme,286,ONG
AS600348,2015-2016,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Internat,3525,MEN
AS600349,2015-2016,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Restauration scolaire,1747,ONG
AS600350,2021-2022,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Restauration scolaire,1922,INDH
AS600351,2021-2022,Fès-Meknès,FES,Rural,Féminin,Primaire,Transport scolaire,1070,INDH
AS600352,2018-2019,Fès-Meknès,FES,Rural,Masculin,Primaire,Uniforme,292,MEN
AS600353,2016-2017,Dakhla-Oued Eddahab,DAK,Rural,Masculin,Primaire,Restauration scolaire,1539,MEN
AS600354,2021-2022,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Restauration scolaire,1594,Don privé
AS600355,2020-2021,Souss-Massa,SOU,Urbain,Masculin,Primaire,Restauration scolaire,1779,MEN
AS600356,2018-2019,Fès-Meknès,FES,Urbain,Masculin,Collégial,Cartable,177,MEN
AS600357,2023-2024,Dakhla-Oued Eddahab,DAK,Urbain,Féminin,Collégial,Transport scolaire,1305,Collectivité locale
AS600358,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Collégial,Cartable,153,MEN
AS600359,2015-2016,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Collégial,Transport scolaire,1387,MEN
AS600360,2019-2020,Fès-Meknès,FES,Urbain,Masculin,Qualifiant,Internat,3775,MEN
AS600361,2023-2024,Drâa-Tafilalet,DRA,Rural,Masculin,Qualifiant,Transport scolaire,1219,MEN
AS600362,2019-2020,Souss-Massa,SOU,Rural,Féminin,Collégial,Transport scolaire,1181,MEN
AS600363,2015-2016,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,163,MEN
AS600364,2015-2016,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,143,INDH
AS600365,2019-2020,Fès-Meknès,FES,Rural,Féminin,Primaire,Cartable,153,MEN
AS600366,2017-2018,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Qualifiant,Transport scolaire,1162,INDH
AS600367,2021-2022,Souss-Massa,SOU,Rural,Masculin,Collégial,Cartable,145,MEN
AS600368,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Cartable,162,Collectivité locale
AS600369,2019-2020,Souss-Massa,SOU,Urbain,Masculin,Primaire,Cartable,151,MEN
AS600370,2016-2017,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,151,MEN
AS600371,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Uniforme,282,INDH
AS600372,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Collégial,Fournitures,187,MEN
AS600373,2017-2018,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Uniforme,333,MEN
AS600374,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Restauration scolaire,1685,Collectivité locale
AS600375,2022-2023,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Qualifiant,Cartable,158,MEN
AS600376,2023-2024,Drâa-Tafilalet,DRA,Urbain,Féminin,Collégial,Uniforme,256,MEN
AS600377,2015-2016,Souss-Massa,SOU,Rural,Féminin,Collégial,Uniforme,338,MEN
AS600378,2017-2018,Casablanca-Settat,CAS,Rural,Féminin,Qualifiant,Uniforme,318,Don privé
AS600379,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Qualifiant,Cartable,147,Collectivité locale
AS600380,2019-2020,Marrakech-Safi,MAR,Urbain,Masculin,Qualifiant,Transport scolaire,1235,MEN
AS600381,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Qualifiant,Restauration scolaire,1633,MEN
AS600382,2015-2016,Fès-Meknès,FES,Rural,Masculin,Primaire,Uniforme,291,MEN
AS600383,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Internat,3930,ONG
AS600384,2017-2018,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Cartable,152,Collectivité locale
AS600385,2019-2020,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Cartable,169,ONG
AS600386,2019-2020,Oriental,ORI,Urbain,Féminin,Primaire,Transport scolaire,1309,MEN
AS600387,2023-2024,Drâa-Tafilalet,DRA,Rural,Masculin,Qualifiant,Transport scolaire,1109,MEN
AS600388,2018-2019,Oriental,ORI,Urbain,Féminin,Primaire,Uniforme,311,MEN
AS600389,2022-2023,Fès-Meknès,FES,Urbain,Masculin,Qualifiant,Restauration scolaire,1622,ONG
AS600390,2019-2020,Oriental,ORI,Rural,Féminin,Primaire,Uniforme,215,INDH
AS600391,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Collégial,Cartable,151,INDH
AS600392,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Transport scolaire,1301,MEN
AS600393,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Restauration scolaire,1760,MEN
AS600394,2022-2023,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Fournitures,206,MEN
AS600395,2015-2016,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Cartable,139,INDH
AS600396,2016-2017,Fès-Meknès,FES,Rural,Masculin,Qualifiant,Cartable,155,INDH
AS600397,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Transport scolaire,1172,MEN
AS600398,2020-2021,Souss-Massa,SOU,Rural,Féminin,Collégial,Uniforme,250,Collectivité locale
AS600399,2021-2022,Fès-Meknès,FES,Rural,Masculin,Collégial,Cartable,167,MEN
AS600400,2023-2024,Fès-Meknès,FES,Rural,Féminin,Primaire,Cartable,183,MEN
AS600401,2018-2019,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Cartable,168,MEN
AS600402,2017-2018,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Internat,3889,MEN
AS600403,2015-2016,Drâa-Tafilalet,DRA,Urbain,Masculin,Collégial,Internat,3413,MEN
AS600404,2017-2018,Souss-Massa,SOU,Rural,Féminin,Qualifiant,Restauration scolaire,1641,MEN
AS600405,2023-2024,Fès-Meknès,FES,Rural,Masculin,Primaire,Internat,3639,MEN
AS600406,2022-2023,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Transport scolaire,1056,Collectivité locale
AS600407,2018-2019,Souss-Massa,SOU,Urbain,Féminin,Primaire,Transport scolaire,1150,ONG
AS600408,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Fournitures,175,MEN
AS600409,2018-2019,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Collégial,Restauration scolaire,1991,INDH
AS600410,2017-2018,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Restauration scolaire,1576,ONG
AS600411,2019-2020,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Restauration scolaire,1893,INDH
AS600412,2021-2022,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Cartable,172,MEN
AS600413,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Cartable,126,MEN
AS600414,2023-2024,Souss-Massa,SOU,Rural,Féminin,Primaire,Transport scolaire,1082,MEN
AS600415,2022-2023,Oriental,ORI,Rural,Féminin,Primaire,Cartable,161,INDH
AS600416,2017-2018,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Restauration scolaire,1831,MEN
AS600417,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Uniforme,243,MEN
AS600418,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Transport scolaire,1179,MEN
AS600419,2021-2022,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Cartable,191,INDH
AS600420,2015-2016,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Transport scolaire,1424,Don privé
AS600421,2019-2020,Souss-Massa,SOU,Rural,Masculin,Primaire,Uniforme,300,Collectivité locale
AS600422,2018-2019,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Uniforme,250,INDH
AS600423,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Fournitures,212,INDH
AS600424,2022-2023,Souss-Massa,SOU,Urbain,Féminin,Primaire,Restauration scolaire,1675,MEN
AS600425,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Internat,3956,MEN
AS600426,2018-2019,Marrakech-Safi,MAR,Rural,Masculin,Qualifiant,Fournitures,241,Collectivité locale
AS600427,2017-2018,Marrakech-Safi,MAR,Rural,Masculin,Collégial,Transport scolaire,1234,INDH
AS600428,2016-2017,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Cartable,158,INDH
AS600429,2016-2017,Oriental,ORI,Urbain,Féminin,Primaire,Transport scolaire,1071,MEN
AS600430,2015-2016,Drâa-Tafilalet,DRA,Rural,Masculin,Collégial,Internat,3859,MEN
AS600431,2016-2017,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Uniforme,341,MEN
AS600432,2015-2016,Oriental,ORI,Rural,Féminin,Collégial,Cartable,208,MEN
AS600433,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Qualifiant,Transport scolaire,1258,INDH
AS600434,2019-2020,Fès-Meknès,FES,Urbain,Féminin,Collégial,Internat,3700,Collectivité locale
AS600435,2018-2019,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Collégial,Uniforme,277,Collectivité locale
AS600436,2017-2018,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Transport scolaire,1130,MEN
AS600437,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Cartable,140,INDH
AS600438,2017-2018,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Cartable,167,MEN
AS600439,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Internat,3658,MEN
AS600440,2021-2022,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Cartable,155,MEN
AS600441,2022-2023,Souss-Massa,SOU,Urbain,Masculin,Primaire,Cartable,178,MEN
AS600442,2020-2021,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Fournitures,225,Collectivité locale
AS600443,2020-2021,Drâa-Tafilalet,DRA,Rural,Masculin,Primaire,Cartable,148,ONG
AS600444,2017-2018,Fès-Meknès,FES,Urbain,Masculin,Collégial,Internat,3041,Don privé
AS600445,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Cartable,155,Collectivité locale
AS600446,2017-2018,Marrakech-Safi,MAR,Rural,Masculin,Collégial,Restauration scolaire,1717,Collectivité locale
AS600447,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Restauration scolaire,1848,MEN
AS600448,2015-2016,Laâyoune-Sakia El Hamra,LAA,Rural,Masculin,Collégial,Uniforme,276,Collectivité locale
AS600449,2018-2019,Drâa-Tafilalet,DRA,Rural,Masculin,Primaire,Internat,3653,Collectivité locale
AS600450,2020-2021,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Internat,3601,Collectivité locale
AS600451,2015-2016,Souss-Massa,SOU,Urbain,Masculin,Collégial,Restauration scolaire,1897,Don privé
AS600452,2020-2021,Oriental,ORI,Rural,Féminin,Primaire,Cartable,167,Don privé
AS600453,2018-2019,Fès-Meknès,FES,Urbain,Masculin,Primaire,Restauration scolaire,1768,MEN
AS600454,2020-2021,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Restauration scolaire,1950,MEN
AS600455,2016-2017,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Restauration scolaire,1817,MEN
AS600456,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Qualifiant,Uniforme,266,Collectivité locale
AS600457,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,160,INDH
AS600458,2020-2021,Marrakech-Safi,MAR,Rural,Masculin,Collégial,Internat,3477,INDH
AS600459,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Restauration scolaire,1979,Collectivité locale
AS600460,2015-2016,Casablanca-Settat,CAS,Rural,Féminin,Qualifiant,Uniforme,281,MEN
AS600461,2022-2023,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Collégial,Restauration scolaire,1846,MEN
AS600462,2015-2016,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Cartable,138,ONG
AS600463,2016-2017,Fès-Meknès,FES,Urbain,Masculin,Primaire,Internat,3912,MEN
AS600464,2015-2016,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Internat,2733,MEN
AS600465,2017-2018,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Transport scolaire,1217,ONG
AS600466,2023-2024,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,187,MEN
AS600467,2022-2023,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Restauration scolaire,1787,MEN
AS600468,2015-2016,Fès-Meknès,FES,Rural,Masculin,Primaire,Restauration scolaire,1632,MEN
AS600469,2016-2017,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Cartable,157,MEN
AS600470,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Restauration scolaire,1543,MEN
AS600471,2020-2021,Fès-Meknès,FES,Urbain,Féminin,Primaire,Cartable,175,MEN
AS600472,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Cartable,148,Don privé
AS600473,2018-2019,Oriental,ORI,Rural,Féminin,Collégial,Cartable,165,MEN
AS600474,2015-2016,Souss-Massa,SOU,Rural,Féminin,Primaire,Fournitures,208,MEN
AS600475,2015-2016,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Collégial,Restauration scolaire,1881,MEN
AS600476,2017-2018,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Primaire,Cartable,151,MEN
AS600477,2020-2021,Fès-Meknès,FES,Urbain,Féminin,Qualifiant,Cartable,137,Don privé
AS600478,2016-2017,Fès-Meknès,FES,Urbain,Féminin,Primaire,Fournitures,167,MEN
AS600479,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Qualifiant,Uniforme,290,INDH
AS600480,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,174,ONG
AS600481,2017-2018,Souss-Massa,SOU,Rural,Féminin,Collégial,Cartable,170,MEN
AS600482,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Cartable,179,INDH
AS600483,2023-2024,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Internat,3448,Collectivité locale
AS600484,2021-2022,Fès-Meknès,FES,Rural,Féminin,Primaire,Transport scolaire,1105,MEN
AS600485,2023-2024,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Restauration scolaire,1978,MEN
AS600486,2019-2020,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,136,MEN
AS600487,2019-2020,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Internat,3487,MEN
AS600488,2020-2021,Drâa-Tafilalet,DRA,Rural,Féminin,Collégial,Cartable,143,Collectivité locale
AS600489,2018-2019,Souss-Massa,SOU,Rural,Masculin,Qualifiant,Internat,3640,MEN
AS600490,2015-2016,Souss-Massa,SOU,Rural,Féminin,Qualifiant,Cartable,165,MEN
AS600491,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Qualifiant,Fournitures,212,MEN
AS600492,2016-2017,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Collégial,Fournitures,183,MEN
AS600493,2022-2023,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Uniforme,264,INDH
AS600494,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Qualifiant,Fournitures,188,Don privé
