id_etablissement,nom_etablissement,annee_scolaire,region,code_region,province,milieu,secteur,cycle,nb_classes,effectif_eleves,annee_creation,equipement_bibliotheque,equipement_laboratoire,equipement_salle_sport,acces_internet,cantine,latitude,longitude
ETB10162,École 141-FES,2023-2024,Fès-Meknès,FES,Ifrane,Rural,Public,Primaire,16,365,2010,0,1,1,1,0,32.69917,-4.61364
ETB10163,Collège 365-MAR,2022-2023,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Collégial,34,487,1990,1,0,0,0,0,32.86565,-7.89853
ETB10164,Jardin 219-FES,2020-2021,Fès-Meknès,FES,Ifrane,Rural,Public,Préscolaire,29,52,2008,1,1,0,0,1,30.41308,-4.81726
ETB10165,École 232-CAS,2017-2018,Casablanca-Settat,CAS,Berrechid,Rural,Public,Primaire,10,263,1980,0,1,1,1,0,32.89941,-8.04607
ETB10166,Lycée 343-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Privé,Qualifiant,13,363,1962,1,0,1,1,1,30.80479,-11.37845
ETB10167,École 123-SOU,2021-2022,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Public,Primaire,17,342,1985,1,0,0,0,0,33.13611,-3.96438
ETB10168,École 202-CAS,2018-2019,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Primaire,23,316,1969,0,0,0,1,0,28.48044,-11.19932
ETB10169,Lycée 202-MAR,2016-2017,Marrakech-Safi,MAR,Marrakech,Rural,Public,Qualifiant,32,389,1999,0,1,1,0,1,29.17232,-3.5589
ETB10170,École 194-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Primaire,7,254,1965,1,0,1,0,1,35.53663,-12.21569
ETB10171,École 136-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Primaire,25,205,2001,1,0,1,0,0,31.24729,-5.39167
ETB10172,Lycée 62-ORI,2022-2023,Oriental,ORI,Jerada,Urbain,Public,Qualifiant,24,395,1985,1,1,0,1,0,32.64519,-7.33288
ETB10173,École 337-MAR,2015-2016,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Primaire,24,347,1980,1,1,0,1,0,29.02416,-6.63982
ETB10174,École 267-CAS,2016-2017,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Primaire,19,398,1962,1,0,0,0,0,32.8366,-10.11377
ETB10175,Collège 463-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Collégial,33,639,1980,1,1,1,1,1,34.05434,-1.82096
ETB10176,École 322-GUE,2015-2016,Guelmim-Oued Noun,GUE,Sidi Ifni,Rural,Public,Primaire,4,435,1962,1,0,0,1,1,27.82796,-9.49983
ETB10177,Lycée 322-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Public,Qualifiant,30,299,1969,0,0,1,1,0,33.29676,-1.91043
ETB10178,OFPPT 77-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Formation Professionnelle,18,350,2003,1,1,0,1,0,32.03767,-8.42348
ETB10179,École 251-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Primaire,34,282,1980,1,0,1,1,1,31.38554,-3.58433
ETB10180,Lycée 325-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Qualifiant,14,400,1971,1,1,1,1,0,31.16217,-4.79525
ETB10181,École 267-SOU,2018-2019,Souss-Massa,SOU,Taroudannt,Rural,Privé,Primaire,29,383,2012,0,1,1,1,0,27.83935,-3.66563
ETB10182,Collège 56-CAS,2017-2018,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Collégial,25,460,2000,0,0,0,1,0,29.71889,-12.93904
ETB10183,École 249-DAK,2016-2017,Dakhla-Oued Eddahab,DAK,Dakhla,Urbain,Public,Primaire,30,381,1986,1,0,1,1,1,31.28137,-3.19239
ETB10184,Jardin 79-SOU,2022-2023,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Public,Préscolaire,33,71,1996,1,0,1,1,0,30.33639,-11.08916
ETB10185,École 340-CAS,2019-2020,Casablanca-Settat,CAS,Mohammadia,Rural,Public,Primaire,12,466,1991,0,0,0,0,1,34.1608,-6.71888
ETB10186,Collège 4-ORI,2022-2023,Oriental,ORI,Jerada,Rural,Public,Collégial,15,323,1971,0,1,1,0,0,35.20356,-1.47513
ETB10187,Lycée 430-MAR,2019-2020,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Public,Qualifiant,32,306,1986,0,0,1,1,0,33.26377,-7.6463
ETB10188,OFPPT 125-CAS,2017-2018,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Formation Professionnelle,20,371,1996,1,1,0,0,0,35.84465,-11.30132
ETB10189,Collège 160-MAR,2020-2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Privé,Collégial,34,318,2020,0,1,0,1,1,29.32146,-8.21799
ETB10190,École 128-CAS,2020-2021,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Primaire,27,349,1984,0,0,1,1,0,32.21529,-4.05808
ETB10191,École 344-FES,2019-2020,Fès-Meknès,FES,Taza,Rural,Public,Primaire,12,318,1970,1,1,0,1,0,34.91691,-8.05388
ETB10192,École 354-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Public,Primaire,17,396,1977,0,1,1,1,0,31.17047,-9.94305
ETB10193,École 202-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Primaire,5,314,1992,1,0,0,1,1,28.58483,-2.48663
ETB10194,Collège 438-MAR,2015-2016,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Collégial,12,391,2016,1,0,1,0,1,30.87381,-7.96877
ETB10195,Collège 32-ORI,2023-2024,Oriental,ORI,Berkane,Urbain,Public,Collégial,27,556,1980,1,0,1,1,1,30.29498,-1.63623
ETB10196,École 366-CAS,2016-2017,Casablanca-Settat,CAS,Berrechid,Rural,Public,Primaire,18,325,1963,0,0,1,1,0,28.99212,-2.77028
ETB10197,Lycée 424-DRA,2019-2020,Drâa-Tafilalet,DRA,Zagora,Rural,Public,Qualifiant,15,361,1982,0,1,0,1,0,28.93778,-1.15822
ETB10198,École 168-CAS,2018-2019,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Primaire,24,261,2006,0,1,0,0,1,35.61891,-5.09405
ETB10199,École 327-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Primaire,4,389,1963,0,1,0,1,0,30.14639,-4.16033
ETB10200,École 175-ORI,2022-2023,Oriental,ORI,Driouch,Urbain,Public,Primaire,32,236,2008,0,0,1,1,0,29.90724,-6.7068
ETB10201,Lycée 431-DRA,2023-2024,Drâa-Tafilalet,DRA,Errachidia,Urbain,Public,Qualifiant,22,441,1985,0,1,0,0,0,33.58706,-7.60153
ETB10202,École 130-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Privé,Primaire,10,360,1976,1,0,0,0,1,32.21781,-6.91861
ETB10203,École 359-FES,2015-2016,Fès-Meknès,FES,El Hajeb,Rural,Public,Primaire,10,327,1987,0,0,1,1,0,34.97703,-4.57942
ETB10204,École 467-FES,2022-2023,Fès-Meknès,FES,Boulemane,Urbain,Public,Primaire,27,159,1982,1,0,0,0,0,32.38296,-1.93958
ETB10205,Collège 316-BMK,2023-2024,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Privé,Collégial,5,500,2001,0,0,1,1,0,34.61758,-9.42993
ETB10206,OFPPT 123-CAS,2021-2022,Casablanca-Settat,CAS,El Jadida,Rural,Public,Formation Professionnelle,29,342,2011,0,0,1,0,1,31.4581,-8.57288
ETB10207,École 341-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Public,Primaire,22,424,2008,1,1,0,0,1,33.04548,-7.60388
ETB10208,École 445-MAR,2023-2024,Marrakech-Safi,MAR,Marrakech,Rural,Public,Primaire,7,412,1967,1,1,0,1,1,31.49293,-8.5583
ETB10209,Collège 208-BMK,2021-2022,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Public,Collégial,20,353,1994,1,0,1,0,1,30.64146,-7.93419
ETB10210,Lycée 278-CAS,2022-2023,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Qualifiant,29,274,2007,1,1,1,1,0,34.42909,-5.02193
ETB10211,Lycée 262-CAS,2016-2017,Casablanca-Settat,CAS,Casablanca,Rural,Public,Qualifiant,33,283,2020,0,0,0,1,0,35.4781,-2.13676
ETB10212,Collège 13-ORI,2016-2017,Oriental,ORI,Oujda-Angad,Urbain,Public,Collégial,14,513,2006,0,1,1,0,1,29.89547,-10.76154
ETB10213,Collège 273-FES,2016-2017,Fès-Meknès,FES,Taounate,Urbain,Public,Collégial,12,546,1981,0,0,1,1,0,35.57075,-9.90609
ETB10214,Collège 361-BMK,2020-2021,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Public,Collégial,6,412,1973,1,0,1,1,1,29.25698,-12.82341
ETB10215,Collège 40-CAS,2017-2018,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Collégial,29,378,1999,1,0,1,1,1,28.82549,-2.79503
ETB10216,Lycée 181-CAS,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Qualifiant,29,328,1968,0,0,1,0,1,31.46122,-7.98177
ETB10217,École 494-MAR,2022-2023,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Primaire,29,235,2002,0,1,0,0,1,34.09229,-11.36212
ETB10218,École 447-FES,2016-2017,Fès-Meknès,FES,Taza,Rural,Public,Primaire,29,277,2006,0,1,1,1,0,33.34619,-9.59408
ETB10219,École 77-TAN,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Public,Primaire,27,332,2002,1,1,1,1,1,35.07791,-5.67691
ETB10220,Collège 43-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Collégial,28,318,1976,0,1,0,0,0,28.81107,-1.70792
ETB10221,École 455-MAR,2020-2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Primaire,33,325,1989,1,0,0,1,1,29.24613,-10.75129
ETB10222,Jardin 413-BMK,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Préscolaire,9,66,1972,0,0,1,1,0,30.75534,-4.3571
ETB10223,École 415-BMK,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Public,Primaire,30,264,2019,0,1,1,1,0,28.24684,-2.86364
ETB10224,École 258-MAR,2021-2022,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Primaire,21,328,1960,1,0,0,0,1,31.66579,-1.50822
ETB10225,École 248-MAR,2019-2020,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Privé,Primaire,26,320,1982,0,0,0,1,1,31.06919,-10.66105
ETB10226,École 283-CAS,2016-2017,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,7,349,1974,1,0,1,0,1,34.29963,-5.4206
ETB10227,École 382-FES,2022-2023,Fès-Meknès,FES,Taounate,Urbain,Public,Primaire,8,273,2012,0,0,1,0,0,35.52726,-10.74642
ETB10228,Collège 86-SOU,2018-2019,Souss-Massa,SOU,Tiznit,Urbain,Public,Collégial,28,552,2017,0,0,0,1,0,32.143,-11.38039
ETB10229,École 393-MAR,2023-2024,Marrakech-Safi,MAR,Marrakech,Rural,Public,Primaire,28,221,2017,1,0,1,1,0,34.86036,-3.88219
ETB10230,Collège 297-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Privé,Collégial,23,615,2000,1,0,1,1,1,30.44587,-9.98834
ETB10231,École 25-SOU,2016-2017,Souss-Massa,SOU,Taroudannt,Rural,Public,Primaire,33,478,2017,1,1,1,0,1,32.92839,-1.38587
ETB10232,Lycée 61-FES,2022-2023,Fès-Meknès,FES,Taza,Urbain,Privé,Qualifiant,27,419,2016,0,0,0,0,1,30.75544,-7.79565
ETB10233,Lycée 458-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Qualifiant,7,452,1966,0,0,1,1,0,33.31277,-1.33909
ETB10234,École 268-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Privé,Primaire,32,261,1998,0,0,1,1,0,34.00258,-6.83949
ETB10235,Lycée 445-FES,2017-2018,Fès-Meknès,FES,Fès,Urbain,Public,Qualifiant,7,512,2014,0,1,1,1,1,35.16946,-7.23818
ETB10236,Lycée 333-MAR,2021-2022,Marrakech-Safi,MAR,Essaouira,Urbain,Privé,Qualifiant,13,303,1984,1,1,0,0,1,34.35978,-9.21032
ETB10237,OFPPT 140-CAS,2017-2018,Casablanca-Settat,CAS,Mohammadia,Rural,Privé,Formation Professionnelle,22,288,2015,1,0,0,1,1,33.97416,-12.41357
ETB10238,Collège 32-CAS,2019-2020,Casablanca-Settat,CAS,El Jadida,Rural,Privé,Collégial,23,651,1994,0,1,0,1,0,34.28857,-5.79631
ETB10239,Jardin 370-MAR,2023-2024,Marrakech-Safi,MAR,Youssoufia,Urbain,Privé,Préscolaire,5,64,1993,1,0,0,1,1,31.87353,-1.58183
ETB10240,Lycée 295-CAS,2015-2016,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Qualifiant,5,447,2009,1,1,0,1,0,35.17873,-1.51215
ETB10241,École 359-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Primaire,27,308,2002,1,0,1,1,1,32.62475,-2.75382
ETB10242,École 366-ORI,2019-2020,Oriental,ORI,Driouch,Urbain,Public,Primaire,10,339,2005,1,0,1,1,1,30.95173,-6.76128
ETB10243,Lycée 467-FES,2023-2024,Fès-Meknès,FES,Séfrou,Urbain,Public,Qualifiant,5,460,2016,0,0,1,0,1,30.94148,-12.7906
ETB10244,École 34-SOU,2022-2023,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Privé,Primaire,32,383,1964,0,1,0,1,0,35.72688,-7.78615
ETB10245,Collège 129-MAR,2021-2022,Marrakech-Safi,MAR,Safi,Urbain,Privé,Collégial,34,434,1994,0,0,1,1,1,30.08936,-5.54316
ETB10246,Lycée 327-CAS,2019-2020,Casablanca-Settat,CAS,Settat,Urbain,Public,Qualifiant,18,320,2011,1,0,1,1,1,31.35252,-12.3008
ETB10247,École 157-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Primaire,9,251,1983,0,0,0,0,1,34.00075,-5.92203
ETB10248,Collège 44-LAA,2016-2017,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Rural,Public,Collégial,28,448,2017,1,0,0,1,0,27.84921,-3.15668
ETB10249,École 390-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Privé,Primaire,27,363,1974,1,1,1,0,0,35.27775,-5.15435
ETB10250,École 498-CAS,2020-2021,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Primaire,7,492,1984,0,1,0,1,1,31.90993,-9.91205
ETB10251,École 248-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Primaire,9,401,2015,0,0,1,1,1,28.18135,-5.35891
ETB10252,École 442-CAS,2023-2024,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,3,374,2012,0,1,1,1,1,33.41991,-5.18154
ETB10253,Lycée 351-TAN,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Privé,Qualifiant,5,338,1975,1,1,1,0,0,32.79734,-10.46393
ETB10254,École 23-CAS,2022-2023,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,15,385,2001,1,0,0,1,1,28.59037,-3.00014
ETB10255,École 219-ORI,2017-2018,Oriental,ORI,Oujda-Angad,Rural,Public,Primaire,3,271,1964,1,1,0,0,0,34.02614,-7.20635
ETB10256,École 53-BMK,2021-2022,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Public,Primaire,14,373,1983,0,1,0,1,1,29.86064,-3.02039
ETB10257,Collège 379-MAR,2019-2020,Marrakech-Safi,MAR,Safi,Rural,Public,Collégial,28,428,1975,0,0,0,0,1,28.10561,-9.41063
ETB10258,Lycée 430-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Public,Qualifiant,19,326,1997,1,1,1,1,1,29.79732,-7.36336
ETB10259,École 493-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,31,390,2020,0,1,0,1,0,33.92301,-10.29592
ETB10260,École 143-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Public,Primaire,3,297,1964,1,1,0,1,1,30.60003,-12.8425
ETB10261,École 170-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Primaire,5,422,1992,1,1,0,1,1,35.04522,-6.523
ETB10262,Université 187-BMK,2018-2019,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Privé,Supérieur,14,2351,1982,1,1,0,1,1,34.50166,-1.50205
ETB10263,École 343-TAN,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Public,Primaire,7,422,1977,1,0,1,1,1,30.02186,-11.49999
ETB10264,Jardin 343-SOU,2017-2018,Souss-Massa,SOU,Tiznit,Rural,Privé,Préscolaire,18,53,2003,0,0,1,1,1,31.0764,-5.70607
ETB10265,Lycée 7-FES,2023-2024,Fès-Meknès,FES,Séfrou,Rural,Public,Qualifiant,21,252,1987,0,0,0,0,1,31.72079,-11.01496
ETB10266,École 258-BMK,2016-2017,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Public,Primaire,20,285,1963,1,0,1,1,1,35.2351,-9.53102
ETB10267,Collège 111-MAR,2015-2016,Marrakech-Safi,MAR,Marrakech,Rural,Public,Collégial,5,415,2018,0,0,1,0,1,32.57842,-6.81018
ETB10268,Collège 78-SOU,2015-2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Public,Collégial,16,440,1982,1,0,0,1,0,31.79247,-8.31059
ETB10269,École 232-FES,2017-2018,Fès-Meknès,FES,Ifrane,Rural,Privé,Primaire,33,467,1966,0,1,0,0,0,30.15392,-6.78736
ETB10270,Jardin 366-SOU,2020-2021,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Public,Préscolaire,16,49,1999,0,0,0,0,0,33.171,-8.07679
ETB10271,Lycée 44-FES,2015-2016,Fès-Meknès,FES,Séfrou,Urbain,Public,Qualifiant,14,473,1981,1,0,1,0,0,31.65922,-2.89646
ETB10272,École 342-CAS,2018-2019,Casablanca-Settat,CAS,Sidi Bennour,Rural,Public,Primaire,26,270,2021,1,1,0,1,0,32.76716,-5.3208
ETB10273,École 437-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Privé,Primaire,7,250,1982,1,0,0,1,0,30.15062,-4.53381
ETB10274,École 101-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Primaire,30,323,1963,1,0,0,0,1,29.30663,-1.51336
ETB10275,Collège 448-FES,2016-2017,Fès-Meknès,FES,Boulemane,Urbain,Public,Collégial,19,614,1967,1,0,0,1,1,33.17199,-9.9412
ETB10276,Collège 377-CAS,2020-2021,Casablanca-Settat,CAS,Sidi Bennour,Rural,Public,Collégial,23,305,1960,0,1,1,0,0,29.68443,-13.11428
ETB10277,Collège 436-CAS,2020-2021,Casablanca-Settat,CAS,El Jadida,Rural,Public,Collégial,17,488,1967,0,1,1,0,1,29.58208,-12.9762
ETB10278,Université 139-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Public,Supérieur,29,2851,1962,0,0,1,0,0,31.51095,-4.26931
ETB10279,Jardin 464-ORI,2015-2016,Oriental,ORI,Driouch,Urbain,Public,Préscolaire,25,62,1978,0,1,1,1,1,27.93624,-8.63669
ETB10280,Collège 167-TAN,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Public,Collégial,16,440,1976,0,0,1,0,0,34.81925,-2.57604
ETB10281,Collège 363-MAR,2022-2023,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Collégial,13,185,1988,0,0,0,1,1,31.09161,-9.89777
ETB10282,École 184-CAS,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Rural,Privé,Primaire,12,342,2003,1,1,1,1,0,33.37103,-2.52628
ETB10283,Lycée 476-LAA,2019-2020,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Urbain,Public,Qualifiant,21,444,1965,1,0,0,0,0,35.29344,-11.34889
ETB10284,École 90-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Public,Primaire,31,418,1974,0,0,0,1,0,35.06098,-9.24487
ETB10285,École 418-FES,2021-2022,Fès-Meknès,FES,Moulay Yacoub,Urbain,Privé,Primaire,29,194,1964,1,0,1,0,1,32.47848,-8.34631
ETB10286,École 101-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Privé,Primaire,25,474,1960,0,0,1,1,0,32.61838,-9.52573
ETB10287,Collège 43-BMK,2019-2020,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Public,Collégial,23,586,2016,1,0,0,1,1,34.12015,-1.91248
ETB10288,Collège 169-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Collégial,9,392,1999,1,1,0,1,1,29.03407,-13.11955
ETB10289,École 81-BMK,2020-2021,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Primaire,8,404,1966,1,1,1,1,0,35.12413,-6.08127
ETB10290,OFPPT 8-SOU,2017-2018,Souss-Massa,SOU,Tata,Urbain,Public,Formation Professionnelle,16,359,1972,1,1,0,1,1,33.31378,-10.36439
ETB10291,École 109-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Primaire,5,293,2019,0,0,1,0,0,34.10664,-11.38122
ETB10292,École 123-FES,2022-2023,Fès-Meknès,FES,El Hajeb,Rural,Public,Primaire,18,396,1986,1,1,0,0,0,32.59053,-1.29458
ETB10293,École 464-CAS,2018-2019,Casablanca-Settat,CAS,El Jadida,Rural,Public,Primaire,16,265,1976,0,1,1,0,0,30.7416,-4.49744
ETB10294,École 474-TAN,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Primaire,10,331,1971,1,0,1,0,0,32.11185,-11.60286
ETB10295,Collège 78-CAS,2021-2022,Casablanca-Settat,CAS,Settat,Rural,Public,Collégial,9,122,2003,1,1,1,1,1,28.72227,-9.81821
ETB10296,École 107-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Primaire,20,409,1976,1,0,1,0,1,33.58407,-8.88002
ETB10297,École 147-CAS,2020-2021,Casablanca-Settat,CAS,Casablanca,Urbain,Privé,Primaire,22,276,2005,1,0,0,1,0,31.59293,-10.71796
ETB10298,École 10-CAS,2018-2019,Casablanca-Settat,CAS,Benslimane,Urbain,Privé,Primaire,14,258,1982,0,0,1,1,1,33.93325,-1.20445
ETB10299,Lycée 322-MAR,2015-2016,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Qualifiant,27,404,2017,0,0,0,1,0,30.98641,-11.02451
ETB10300,École 343-BMK,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Privé,Primaire,27,309,1962,1,0,0,1,0,34.66112,-9.86285
ETB10301,Lycée 299-FES,2020-2021,Fès-Meknès,FES,El Hajeb,Rural,Public,Qualifiant,6,319,2010,1,0,1,1,0,34.6483,-1.51055
ETB10302,Collège 388-SOU,2022-2023,Souss-Massa,SOU,Tiznit,Rural,Public,Collégial,11,354,1962,1,0,1,1,0,35.61952,-3.52133
ETB10303,Collège 451-CAS,2020-2021,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Collégial,11,427,2018,1,1,0,1,0,34.04355,-7.5839
ETB10304,Université 297-FES,2021-2022,Fès-Meknès,FES,Moulay Yacoub,Urbain,Public,Supérieur,4,2440,2011,0,0,0,1,1,35.05345,-7.77385
ETB10305,Jardin 158-ORI,2023-2024,Oriental,ORI,Guercif,Urbain,Privé,Préscolaire,34,63,2014,1,1,1,1,0,31.54711,-13.16732
ETB10306,École 322-DRA,2020-2021,Drâa-Tafilalet,DRA,Errachidia,Urbain,Public,Primaire,33,269,2006,0,0,0,0,0,29.20983,-7.76428
ETB10307,Collège 190-FES,2016-2017,Fès-Meknès,FES,Séfrou,Urbain,Public,Collégial,26,437,2011,1,1,0,1,0,34.28952,-5.04564
ETB10308,École 59-CAS,2018-2019,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,33,322,1987,1,1,0,0,1,32.91565,-4.04703
ETB10309,Collège 248-TAN,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Privé,Collégial,34,620,1973,0,1,1,1,1,33.72085,-13.06138
ETB10310,École 121-GUE,2017-2018,Guelmim-Oued Noun,GUE,Assa-Zag,Urbain,Public,Primaire,14,182,1967,0,0,0,0,0,35.47158,-12.16639
ETB10311,Collège 412-SOU,2022-2023,Souss-Massa,SOU,Tiznit,Rural,Public,Collégial,9,245,1980,0,1,0,1,0,33.36232,-4.8814
ETB10312,École 277-SOU,2019-2020,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Public,Primaire,17,413,1991,0,1,0,0,0,28.29352,-3.36026
ETB10313,École 42-MAR,2023-2024,Marrakech-Safi,MAR,Youssoufia,Rural,Public,Primaire,23,416,2017,0,1,0,0,1,35.80953,-4.53636
ETB10314,Collège 404-CAS,2017-2018,Casablanca-Settat,CAS,Settat,Rural,Public,Collégial,14,600,2012,0,0,0,1,0,28.60361,-12.56374
ETB10315,École 481-CAS,2016-2017,Casablanca-Settat,CAS,Settat,Rural,Public,Primaire,22,353,2011,0,0,0,1,0,34.34732,-8.39561
ETB10316,OFPPT 38-DRA,2019-2020,Drâa-Tafilalet,DRA,Midelt,Rural,Public,Formation Professionnelle,30,356,2006,1,1,1,0,0,35.73459,-11.41449
ETB10317,École 96-MAR,2017-2018,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,29,332,2017,1,0,1,1,0,35.88958,-12.27416
ETB10318,Collège 34-FES,2017-2018,Fès-Meknès,FES,Meknès,Urbain,Public,Collégial,9,469,2000,0,0,0,1,0,29.61406,-10.72859
ETB10319,Collège 439-MAR,2018-2019,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Collégial,5,449,2006,1,0,1,1,0,35.16328,-7.77157
ETB10320,Collège 317-CAS,2021-2022,Casablanca-Settat,CAS,Khouribga,Rural,Privé,Collégial,31,411,2011,0,1,1,1,0,35.60921,-6.06821
ETB10321,Collège 43-MAR,2022-2023,Marrakech-Safi,MAR,Chichaoua,Urbain,Privé,Collégial,33,495,2021,0,1,0,1,0,29.25272,-2.57253
ETB10322,Lycée 438-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Privé,Qualifiant,25,562,1991,1,1,1,0,0,34.82103,-11.22772
ETB10323,Collège 365-FES,2015-2016,Fès-Meknès,FES,Taza,Urbain,Public,Collégial,6,256,1998,1,1,1,1,1,35.38003,-4.33136
