id_abandon,annee_scolaire,region,code_region,province,milieu,cycle,niveau_classe,genre,age_abandon,motif_principal,distance_etablissement,revenu_menage_mensuel,nb_enfants_menage,parent_analphabete,retour_ecole
AB400161,2015-2016,Casablanca-Settat,CAS,Khouribga,Urbain,Primaire,Année 6,Masculin,10,Grossesse,5–15 km,2000-4000 MAD,3,1,0
AB400162,2017-2018,Fès-Meknès,FES,Taounate,Urbain,Collégial,Année 1,Féminin,14,Éloignement de l'établissement,5–15 km,> 7000 MAD,3,0,1
AB400163,2018-2019,Casablanca-Settat,CAS,Khouribga,Urbain,Collégial,Année 1,Masculin,13,Travail enfant,1–5 km,2000-4000 MAD,2,0,0
AB400164,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Rural,Qualifiant,Année 1,Masculin,16,Handicap,5–15 km,< 2000 MAD,7,1,1
AB400165,2017-2018,Fès-Meknès,FES,Taounate,Urbain,Qualifiant,Année 1,Féminin,16,Mariage précoce,5–15 km,2000-4000 MAD,2,0,1
AB400166,2017-2018,Casablanca-Settat,CAS,Settat,Rural,Collégial,Année 3,Féminin,13,Mariage précoce,< 1 km,4000-7000 MAD,3,0,0
AB400167,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Collégial,Année 2,Masculin,15,Autre,< 1 km,< 2000 MAD,2,0,1
AB400168,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Qualifiant,Année 2,Masculin,16,Travail enfant,> 15 km,4000-7000 MAD,3,0,0
AB400169,2018-2019,Oriental,ORI,Guercif,Rural,Primaire,Année 5,Masculin,8,Travail enfant,> 15 km,< 2000 MAD,7,1,0
AB400170,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Qualifiant,Année 1,Masculin,17,Éloignement de l'établissement,< 1 km,4000-7000 MAD,7,0,1
AB400171,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Collégial,Année 3,Féminin,14,Difficultés économiques,< 1 km,4000-7000 MAD,3,0,1
AB400172,2023-2024,Fès-Meknès,FES,Moulay Yacoub,Urbain,Collégial,Année 1,Masculin,14,Travail enfant,< 1 km,< 2000 MAD,4,0,1
AB400173,2016-2017,Marrakech-Safi,MAR,Al Haouz,Rural,Primaire,Année 1,Masculin,7,Manque d'infrastructures,< 1 km,> 7000 MAD,2,1,0
AB400174,2022-2023,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Urbain,Qualifiant,Année 3,Féminin,17,Difficultés économiques,5–15 km,2000-4000 MAD,5,0,0
AB400175,2015-2016,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Collégial,Année 3,Féminin,15,Éloignement de l'établissement,5–15 km,< 2000 MAD,1,1,0
AB400176,2021-2022,Fès-Meknès,FES,Séfrou,Rural,Collégial,Année 1,Féminin,14,Travail enfant,1–5 km,< 2000 MAD,3,1,0
AB400177,2015-2016,Casablanca-Settat,CAS,Casablanca,Urbain,Qualifiant,Année 2,Féminin,17,Handicap,5–15 km,2000-4000 MAD,8,1,0
AB400178,2021-2022,Souss-Massa,SOU,Taroudannt,Urbain,Collégial,Année 3,Masculin,14,Difficultés scolaires,5–15 km,< 2000 MAD,2,0,0
AB400179,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Collégial,Année 3,Féminin,13,Éloignement de l'établissement,5–15 km,< 2000 MAD,7,1,0
AB400180,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Collégial,Année 3,Féminin,14,Éloignement de l'établissement,5–15 km,2000-4000 MAD,4,1,1
AB400181,2016-2017,Oriental,ORI,Driouch,Urbain,Primaire,Année 6,Féminin,11,Travail enfant,> 15 km,4000-7000 MAD,4,1,0
AB400182,2017-2018,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Collégial,Année 2,Féminin,13,Manque d'infrastructures,1–5 km,4000-7000 MAD,5,0,0
AB400183,2015-2016,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Primaire,Année 3,Féminin,8,Difficultés économiques,< 1 km,4000-7000 MAD,6,0,0
AB400184,2019-2020,Marrakech-Safi,MAR,Essaouira,Urbain,Collégial,Année 3,Masculin,13,Difficultés scolaires,5–15 km,4000-7000 MAD,8,1,0
AB400185,2016-2017,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Collégial,Année 2,Masculin,13,Difficultés scolaires,1–5 km,4000-7000 MAD,7,1,0
AB400186,2018-2019,Souss-Massa,SOU,Taroudannt,Rural,Primaire,Année 4,Masculin,7,Difficultés économiques,5–15 km,4000-7000 MAD,1,1,1
AB400187,2023-2024,Marrakech-Safi,MAR,Chichaoua,Rural,Qualifiant,Année 2,Masculin,17,Difficultés scolaires,> 15 km,2000-4000 MAD,6,0,0
AB400188,2020-2021,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Qualifiant,Année 1,Masculin,18,Éloignement de l'établissement,1–5 km,4000-7000 MAD,6,0,0
AB400189,2019-2020,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Qualifiant,Année 1,Masculin,16,Travail enfant,1–5 km,> 7000 MAD,6,1,0
AB400190,2017-2018,Souss-Massa,SOU,Tata,Rural,Collégial,Année 2,Féminin,13,Difficultés scolaires,< 1 km,> 7000 MAD,8,1,1
AB400191,2023-2024,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Qualifiant,Année 3,Masculin,16,Éloignement de l'établissement,1–5 km,2000-4000 MAD,2,0,0
AB400192,2022-2023,Casablanca-Settat,CAS,Khouribga,Urbain,Qualifiant,Année 1,Masculin,18,Grossesse,< 1 km,< 2000 MAD,2,0,0
AB400193,2018-2019,Fès-Meknès,FES,Fès,Rural,Collégial,Année 3,Masculin,14,Difficultés économiques,1–5 km,2000-4000 MAD,3,0,0
AB400194,2017-2018,Marrakech-Safi,MAR,Essaouira,Urbain,Collégial,Année 3,Féminin,13,Difficultés économiques,< 1 km,< 2000 MAD,1,0,0
AB400195,2019-2020,Fès-Meknès,FES,Fès,Urbain,Collégial,Année 1,Masculin,14,Difficultés économiques,< 1 km,4000-7000 MAD,5,1,0
AB400196,2017-2018,Fès-Meknès,FES,Moulay Yacoub,Rural,Primaire,Année 5,Féminin,9,Travail enfant,< 1 km,2000-4000 MAD,6,1,0
AB400197,2015-2016,Souss-Massa,SOU,Tiznit,Urbain,Collégial,Année 2,Féminin,14,Travail enfant,5–15 km,2000-4000 MAD,5,0,0
AB400198,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Qualifiant,Année 3,Féminin,18,Difficultés scolaires,1–5 km,< 2000 MAD,3,1,0
AB400199,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Qualifiant,Année 2,Masculin,17,Difficultés économiques,1–5 km,4000-7000 MAD,2,1,0
AB400200,2017-2018,Marrakech-Safi,MAR,Chichaoua,Rural,Collégial,Année 2,Masculin,14,Difficultés économiques,< 1 km,< 2000 MAD,5,1,0
AB400201,2022-2023,Oriental,ORI,Nador,Urbain,Qualifiant,Année 2,Masculin,18,Mariage précoce,5–15 km,< 2000 MAD,1,1,0
AB400202,2022-2023,Casablanca-Settat,CAS,El Jadida,Urbain,Collégial,Année 2,Masculin,13,Autre,> 15 km,< 2000 MAD,1,0,0
AB400203,2015-2016,Casablanca-Settat,CAS,Settat,Rural,Qualifiant,Année 2,Féminin,17,Travail enfant,< 1 km,4000-7000 MAD,5,1,1
AB400204,2023-2024,Casablanca-Settat,CAS,Settat,Urbain,Collégial,Année 1,Masculin,14,Difficultés scolaires,1–5 km,2000-4000 MAD,5,1,1
AB400205,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Qualifiant,Année 1,Masculin,16,Difficultés économiques,1–5 km,2000-4000 MAD,2,1,1
AB400206,2021-2022,Casablanca-Settat,CAS,Berrechid,Urbain,Primaire,Année 6,Masculin,10,Autre,1–5 km,< 2000 MAD,2,0,1
AB400207,2022-2023,Dakhla-Oued Eddahab,DAK,Dakhla,Urbain,Primaire,Année 3,Masculin,11,Travail enfant,5–15 km,2000-4000 MAD,1,0,0
AB400208,2017-2018,Rabat-Salé-Kénitra,RAB,Salé,Rural,Collégial,Année 1,Féminin,13,Travail enfant,< 1 km,2000-4000 MAD,1,1,0
AB400209,2018-2019,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Collégial,Année 3,Féminin,14,Difficultés économiques,5–15 km,4000-7000 MAD,7,1,1
AB400210,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Collégial,Année 1,Féminin,13,Difficultés économiques,1–5 km,4000-7000 MAD,6,0,0
AB400211,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Collégial,Année 3,Féminin,14,Difficultés économiques,> 15 km,2000-4000 MAD,7,0,0
AB400212,2015-2016,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Collégial,Année 3,Masculin,15,Travail enfant,1–5 km,2000-4000 MAD,2,0,0
AB400213,2016-2017,Souss-Massa,SOU,Tiznit,Urbain,Collégial,Année 3,Féminin,15,Difficultés scolaires,1–5 km,4000-7000 MAD,6,1,0
AB400214,2018-2019,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 1,Masculin,13,Difficultés scolaires,5–15 km,< 2000 MAD,6,0,0
AB400215,2015-2016,Fès-Meknès,FES,Fès,Urbain,Collégial,Année 2,Féminin,14,Éloignement de l'établissement,1–5 km,4000-7000 MAD,4,0,0
AB400216,2017-2018,Casablanca-Settat,CAS,El Jadida,Rural,Primaire,Année 6,Masculin,10,Manque d'infrastructures,5–15 km,< 2000 MAD,5,0,0
AB400217,2022-2023,Casablanca-Settat,CAS,Settat,Rural,Qualifiant,Année 2,Masculin,18,Éloignement de l'établissement,1–5 km,2000-4000 MAD,3,0,0
AB400218,2022-2023,Marrakech-Safi,MAR,Marrakech,Urbain,Primaire,Année 2,Féminin,9,Difficultés scolaires,< 1 km,< 2000 MAD,5,0,1
AB400219,2017-2018,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Primaire,Année 5,Féminin,8,Travail enfant,< 1 km,2000-4000 MAD,4,1,0
AB400220,2019-2020,Béni Mellal-Khénifra,BMK,Azilal,Rural,Primaire,Année 3,Féminin,7,Difficultés économiques,< 1 km,2000-4000 MAD,8,1,0
AB400221,2015-2016,Fès-Meknès,FES,El Hajeb,Urbain,Collégial,Année 2,Masculin,13,Difficultés scolaires,1–5 km,4000-7000 MAD,3,0,1
AB400222,2022-2023,Casablanca-Settat,CAS,Settat,Rural,Collégial,Année 3,Féminin,15,Travail enfant,1–5 km,< 2000 MAD,7,1,0
AB400223,2016-2017,Fès-Meknès,FES,Ifrane,Rural,Primaire,Année 1,Féminin,12,Handicap,5–15 km,4000-7000 MAD,4,1,0
AB400224,2019-2020,Casablanca-Settat,CAS,Sidi Bennour,Rural,Qualifiant,Année 1,Féminin,16,Handicap,> 15 km,2000-4000 MAD,2,0,0
AB400225,2020-2021,Laâyoune-Sakia El Hamra,LAA,Boujdour,Rural,Primaire,Année 3,Féminin,8,Difficultés scolaires,< 1 km,< 2000 MAD,2,0,0
AB400226,2017-2018,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Collégial,Année 1,Masculin,13,Travail enfant,5–15 km,2000-4000 MAD,1,1,1
AB400227,2020-2021,Souss-Massa,SOU,Tata,Rural,Collégial,Année 2,Masculin,13,Éloignement de l'établissement,1–5 km,> 7000 MAD,5,0,0
AB400228,2023-2024,Marrakech-Safi,MAR,Essaouira,Rural,Qualifiant,Année 3,Masculin,17,Difficultés scolaires,1–5 km,> 7000 MAD,7,1,0
AB400229,2021-2022,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 2,Féminin,15,Travail enfant,< 1 km,2000-4000 MAD,6,1,0
AB400230,2018-2019,Casablanca-Settat,CAS,Mohammadia,Urbain,Collégial,Année 1,Féminin,14,Éloignement de l'établissement,< 1 km,2000-4000 MAD,5,0,1
AB400231,2015-2016,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Qualifiant,Année 3,Masculin,16,Travail enfant,1–5 km,< 2000 MAD,4,1,0
AB400232,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Rural,Qualifiant,Année 2,Féminin,17,Difficultés scolaires,1–5 km,> 7000 MAD,3,0,0
AB400233,2023-2024,Casablanca-Settat,CAS,El Jadida,Urbain,Primaire,Année 4,Masculin,10,Difficultés scolaires,< 1 km,2000-4000 MAD,3,0,1
AB400234,2020-2021,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Collégial,Année 2,Masculin,15,Travail enfant,5–15 km,2000-4000 MAD,3,0,1
AB400235,2021-2022,Casablanca-Settat,CAS,Casablanca,Urbain,Collégial,Année 3,Féminin,13,Mariage précoce,> 15 km,> 7000 MAD,6,1,0
AB400236,2022-2023,Marrakech-Safi,MAR,Safi,Rural,Collégial,Année 1,Féminin,15,Travail enfant,< 1 km,2000-4000 MAD,2,0,0
AB400237,2015-2016,Marrakech-Safi,MAR,Safi,Rural,Primaire,Année 6,Masculin,9,Travail enfant,> 15 km,< 2000 MAD,1,1,0
AB400238,2015-2016,Casablanca-Settat,CAS,El Jadida,Urbain,Collégial,Année 2,Masculin,15,Éloignement de l'établissement,5–15 km,< 2000 MAD,3,1,0
AB400239,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Qualifiant,Année 2,Masculin,17,Difficultés économiques,1–5 km,< 2000 MAD,3,1,0
AB400240,2017-2018,Casablanca-Settat,CAS,Berrechid,Rural,Collégial,Année 1,Masculin,14,Travail enfant,1–5 km,> 7000 MAD,8,0,1
AB400241,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Qualifiant,Année 1,Masculin,17,Travail enfant,> 15 km,4000-7000 MAD,5,1,1
AB400242,2021-2022,Béni Mellal-Khénifra,BMK,Azilal,Rural,Qualifiant,Année 1,Masculin,16,Difficultés économiques,1–5 km,4000-7000 MAD,7,0,1
AB400243,2020-2021,Casablanca-Settat,CAS,Mohammadia,Rural,Collégial,Année 1,Féminin,13,Difficultés économiques,1–5 km,2000-4000 MAD,6,0,0
AB400244,2019-2020,Fès-Meknès,FES,Séfrou,Rural,Collégial,Année 3,Masculin,13,Difficultés économiques,< 1 km,> 7000 MAD,3,0,1
AB400245,2017-2018,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Collégial,Année 3,Masculin,14,Éloignement de l'établissement,1–5 km,4000-7000 MAD,2,1,0
AB400246,2018-2019,Drâa-Tafilalet,DRA,Tinghir,Rural,Qualifiant,Année 3,Féminin,17,Mariage précoce,> 15 km,4000-7000 MAD,3,0,1
AB400247,2019-2020,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Collégial,Année 1,Féminin,13,Difficultés économiques,5–15 km,> 7000 MAD,8,1,0
AB400248,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Primaire,Année 4,Féminin,10,Difficultés scolaires,> 15 km,< 2000 MAD,1,1,1
AB400249,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Primaire,Année 4,Féminin,8,Éloignement de l'établissement,> 15 km,2000-4000 MAD,3,0,0
AB400250,2016-2017,Marrakech-Safi,MAR,Essaouira,Rural,Primaire,Année 5,Masculin,9,Manque d'infrastructures,< 1 km,2000-4000 MAD,4,1,0
AB400251,2021-2022,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 2,Féminin,13,Difficultés économiques,1–5 km,4000-7000 MAD,1,1,0
AB400252,2023-2024,Fès-Meknès,FES,El Hajeb,Urbain,Qualifiant,Année 1,Masculin,18,Éloignement de l'établissement,> 15 km,> 7000 MAD,6,1,0
AB400253,2020-2021,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Collégial,Année 2,Masculin,15,Mariage précoce,> 15 km,4000-7000 MAD,5,0,1
AB400254,2021-2022,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Rural,Primaire,Année 2,Féminin,10,Difficultés économiques,5–15 km,2000-4000 MAD,8,1,1
AB400255,2018-2019,Fès-Meknès,FES,Moulay Yacoub,Urbain,Primaire,Année 4,Masculin,9,Éloignement de l'établissement,5–15 km,4000-7000 MAD,7,1,1
AB400256,2018-2019,Oriental,ORI,Oujda-Angad,Rural,Primaire,Année 5,Féminin,8,Travail enfant,1–5 km,4000-7000 MAD,4,1,0
AB400257,2019-2020,Casablanca-Settat,CAS,El Jadida,Rural,Collégial,Année 1,Masculin,13,Difficultés économiques,< 1 km,2000-4000 MAD,1,1,1
AB400258,2023-2024,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Qualifiant,Année 3,Féminin,16,Travail enfant,5–15 km,2000-4000 MAD,5,1,0
AB400259,2020-2021,Oriental,ORI,Oujda-Angad,Rural,Qualifiant,Année 2,Masculin,16,Travail enfant,< 1 km,4000-7000 MAD,8,0,0
AB400260,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Collégial,Année 1,Féminin,15,Difficultés économiques,< 1 km,4000-7000 MAD,6,1,0
AB400261,2019-2020,Oriental,ORI,Berkane,Rural,Primaire,Année 5,Féminin,7,Difficultés économiques,< 1 km,4000-7000 MAD,7,1,1
AB400262,2019-2020,Marrakech-Safi,MAR,Chichaoua,Rural,Qualifiant,Année 3,Masculin,17,Difficultés économiques,1–5 km,< 2000 MAD,1,1,1
AB400263,2021-2022,Fès-Meknès,FES,Séfrou,Rural,Primaire,Année 4,Féminin,9,Éloignement de l'établissement,< 1 km,2000-4000 MAD,3,1,0
AB400264,2021-2022,Casablanca-Settat,CAS,Mohammadia,Urbain,Qualifiant,Année 3,Féminin,17,Mariage précoce,< 1 km,4000-7000 MAD,8,0,0
AB400265,2020-2021,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Collégial,Année 3,Féminin,15,Éloignement de l'établissement,< 1 km,2000-4000 MAD,4,1,0
AB400266,2016-2017,Fès-Meknès,FES,Taza,Urbain,Collégial,Année 2,Féminin,14,Travail enfant,< 1 km,2000-4000 MAD,5,1,1
AB400267,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Collégial,Année 2,Masculin,14,Travail enfant,1–5 km,4000-7000 MAD,4,1,0
AB400268,2019-2020,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Collégial,Année 3,Féminin,14,Manque d'infrastructures,< 1 km,2000-4000 MAD,5,0,0
AB400269,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Qualifiant,Année 3,Féminin,16,Éloignement de l'établissement,1–5 km,< 2000 MAD,8,0,0
AB400270,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Qualifiant,Année 3,Masculin,18,Éloignement de l'établissement,< 1 km,> 7000 MAD,7,1,0
AB400271,2023-2024,Casablanca-Settat,CAS,Berrechid,Rural,Qualifiant,Année 3,Masculin,16,Manque d'infrastructures,> 15 km,< 2000 MAD,4,0,1
AB400272,2021-2022,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Collégial,Année 1,Masculin,13,Mariage précoce,1–5 km,2000-4000 MAD,4,0,0
AB400273,2017-2018,Béni Mellal-Khénifra,BMK,Azilal,Rural,Collégial,Année 3,Masculin,15,Grossesse,1–5 km,2000-4000 MAD,2,1,1
AB400274,2018-2019,Oriental,ORI,Guercif,Urbain,Collégial,Année 2,Féminin,13,Éloignement de l'établissement,< 1 km,< 2000 MAD,1,0,1
AB400275,2016-2017,Drâa-Tafilalet,DRA,Errachidia,Urbain,Primaire,Année 4,Masculin,7,Manque d'infrastructures,< 1 km,4000-7000 MAD,1,0,0
AB400276,2016-2017,Fès-Meknès,FES,Ifrane,Rural,Qualifiant,Année 3,Féminin,16,Difficultés économiques,< 1 km,2000-4000 MAD,2,1,0
AB400277,2022-2023,Marrakech-Safi,MAR,Marrakech,Rural,Collégial,Année 3,Féminin,13,Éloignement de l'établissement,5–15 km,< 2000 MAD,7,1,0
AB400278,2020-2021,Casablanca-Settat,CAS,Settat,Urbain,Qualifiant,Année 1,Masculin,16,Difficultés économiques,< 1 km,2000-4000 MAD,5,1,0
AB400279,2016-2017,Casablanca-Settat,CAS,Mohammadia,Rural,Qualifiant,Année 1,Féminin,17,Difficultés scolaires,< 1 km,> 7000 MAD,7,1,1
AB400280,2021-2022,Marrakech-Safi,MAR,Essaouira,Urbain,Primaire,Année 6,Masculin,8,Manque d'infrastructures,< 1 km,< 2000 MAD,7,1,0
AB400281,2022-2023,Rabat-Salé-Kénitra,RAB,Salé,Rural,Primaire,Année 4,Masculin,10,Difficultés économiques,1–5 km,2000-4000 MAD,4,1,0
AB400282,2017-2018,Souss-Massa,SOU,Taroudannt,Urbain,Qualifiant,Année 3,Masculin,16,Éloignement de l'établissement,> 15 km,< 2000 MAD,2,0,0
AB400283,2021-2022,Marrakech-Safi,MAR,Essaouira,Urbain,Collégial,Année 2,Féminin,15,Difficultés économiques,< 1 km,2000-4000 MAD,7,0,0
AB400284,2021-2022,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 2,Féminin,13,Difficultés économiques,< 1 km,< 2000 MAD,3,0,1
AB400285,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Primaire,Année 3,Masculin,7,Difficultés économiques,< 1 km,4000-7000 MAD,3,0,0
AB400286,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Collégial,Année 2,Masculin,13,Difficultés scolaires,1–5 km,> 7000 MAD,3,0,1
AB400287,2021-2022,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 2,Féminin,14,Éloignement de l'établissement,> 15 km,2000-4000 MAD,8,0,0
AB400288,2015-2016,Oriental,ORI,Oujda-Angad,Rural,Collégial,Année 1,Féminin,13,Difficultés scolaires,5–15 km,2000-4000 MAD,8,1,1
AB400289,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Rural,Primaire,Année 1,Masculin,12,Éloignement de l'établissement,1–5 km,< 2000 MAD,8,1,0
AB400290,2021-2022,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Qualifiant,Année 2,Masculin,17,Autre,> 15 km,2000-4000 MAD,4,1,1
AB400291,2016-2017,Marrakech-Safi,MAR,Marrakech,Rural,Collégial,Année 2,Féminin,15,Éloignement de l'établissement,< 1 km,2000-4000 MAD,8,1,0
AB400292,2020-2021,Fès-Meknès,FES,Ifrane,Rural,Qualifiant,Année 1,Masculin,16,Difficultés économiques,1–5 km,> 7000 MAD,5,1,0
AB400293,2022-2023,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Collégial,Année 3,Féminin,14,Travail enfant,1–5 km,4000-7000 MAD,7,1,0
AB400294,2016-2017,Marrakech-Safi,MAR,Youssoufia,Rural,Qualifiant,Année 1,Féminin,18,Éloignement de l'établissement,5–15 km,2000-4000 MAD,4,1,0
AB400295,2022-2023,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Collégial,Année 1,Masculin,13,Éloignement de l'établissement,5–15 km,2000-4000 MAD,7,0,0
AB400296,2016-2017,Souss-Massa,SOU,Tiznit,Urbain,Qualifiant,Année 1,Masculin,17,Autre,< 1 km,< 2000 MAD,6,1,0
AB400297,2021-2022,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Collégial,Année 1,Masculin,13,Grossesse,< 1 km,> 7000 MAD,7,1,0
AB400298,2021-2022,Fès-Meknès,FES,Fès,Rural,Collégial,Année 1,Masculin,13,Éloignement de l'établissement,1–5 km,> 7000 MAD,4,0,0
AB400299,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Collégial,Année 3,Féminin,15,Difficultés scolaires,1–5 km,> 7000 MAD,6,1,0
AB400300,2016-2017,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Primaire,Année 2,Masculin,8,Travail enfant,1–5 km,4000-7000 MAD,2,1,0
AB400301,2019-2020,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Collégial,Année 2,Féminin,15,Éloignement de l'établissement,1–5 km,4000-7000 MAD,4,0,0
AB400302,2017-2018,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Primaire,Année 3,Féminin,12,Difficultés économiques,1–5 km,4000-7000 MAD,3,1,0
AB400303,2022-2023,Casablanca-Settat,CAS,Benslimane,Urbain,Qualifiant,Année 1,Masculin,17,Difficultés économiques,5–15 km,> 7000 MAD,8,1,0
AB400304,2019-2020,Souss-Massa,SOU,Tiznit,Urbain,Primaire,Année 1,Féminin,10,Travail enfant,1–5 km,4000-7000 MAD,5,1,0
AB400305,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Collégial,Année 1,Féminin,14,Difficultés économiques,> 15 km,4000-7000 MAD,6,1,0
AB400306,2017-2018,Marrakech-Safi,MAR,Safi,Urbain,Primaire,Année 3,Masculin,12,Difficultés scolaires,1–5 km,2000-4000 MAD,5,1,0
AB400307,2015-2016,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 1,Féminin,14,Difficultés économiques,5–15 km,2000-4000 MAD,6,0,0
AB400308,2023-2024,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Qualifiant,Année 1,Féminin,18,Difficultés économiques,1–5 km,< 2000 MAD,3,1,0
AB400309,2017-2018,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Rural,Qualifiant,Année 2,Masculin,18,Manque d'infrastructures,1–5 km,> 7000 MAD,5,0,0
AB400310,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Collégial,Année 1,Masculin,13,Travail enfant,1–5 km,4000-7000 MAD,6,0,0
AB400311,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Primaire,Année 6,Féminin,7,Éloignement de l'établissement,< 1 km,4000-7000 MAD,7,0,0
AB400312,2019-2020,Casablanca-Settat,CAS,Khouribga,Urbain,Primaire,Année 5,Masculin,9,Difficultés économiques,5–15 km,> 7000 MAD,4,1,1
AB400313,2016-2017,Marrakech-Safi,MAR,Youssoufia,Rural,Qualifiant,Année 1,Féminin,17,Éloignement de l'établissement,< 1 km,4000-7000 MAD,1,1,0
AB400314,2016-2017,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 1,Féminin,13,Difficultés économiques,1–5 km,< 2000 MAD,3,1,0
AB400315,2018-2019,Souss-Massa,SOU,Tiznit,Urbain,Primaire,Année 5,Masculin,11,Travail enfant,> 15 km,2000-4000 MAD,7,1,0
AB400316,2023-2024,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Collégial,Année 1,Féminin,13,Grossesse,> 15 km,2000-4000 MAD,1,0,0
AB400317,2017-2018,Marrakech-Safi,MAR,Marrakech,Urbain,Primaire,Année 4,Masculin,7,Difficultés économiques,> 15 km,> 7000 MAD,7,1,1
AB400318,2019-2020,Marrakech-Safi,MAR,Safi,Rural,Qualifiant,Année 1,Masculin,16,Mariage précoce,> 15 km,> 7000 MAD,4,1,0
AB400319,2016-2017,Béni Mellal-Khénifra,BMK,Azilal,Rural,Qualifiant,Année 3,Féminin,16,Difficultés économiques,1–5 km,4000-7000 MAD,7,1,0
AB400320,2017-2018,Fès-Meknès,FES,Boulemane,Rural,Primaire,Année 5,Féminin,8,Difficultés économiques,< 1 km,2000-4000 MAD,3,0,0
AB400321,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Collégial,Année 3,Masculin,13,Difficultés scolaires,5–15 km,> 7000 MAD,6,0,0
