id_enseignant,annee_scolaire,region,code_region,province,milieu,genre,cycle_enseigne,categorie,matiere,anciennete_annees,salaire_mensuel_mad,heures_semaine,formation_continue,jours_absence
ENS200186,2023-2024,Fès-Meknès,FES,Taounate,Rural,Masculin,Primaire,Instituteur,Français,29,4726,20,0,7
ENS200187,2020-2021,Guelmim-Oued Noun,GUE,Guelmim,Rural,Féminin,Primaire,Professeur certifié,Éducation physique,4,5246,24,0,24
ENS200188,2019-2020,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Rural,Féminin,Collégial,Instituteur,Arabe,20,5076,19,0,0
ENS200189,2020-2021,Fès-Meknès,FES,Moulay Yacoub,Urbain,Masculin,Primaire,Professeur certifié,Français,24,6667,31,0,2
ENS200190,2021-2022,Souss-Massa,SOU,Tiznit,Urbain,Masculin,Collégial,Contractuel,SVT,4,3752,20,1,13
ENS200191,2022-2023,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Masculin,Collégial,Instituteur,Mathématiques,4,5330,22,0,0
ENS200192,2021-2022,Fès-Meknès,FES,Meknès,Rural,Masculin,Primaire,Professeur certifié,Philosophie,29,6485,21,0,17
ENS200193,2019-2020,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,Primaire,Professeur certifié,Éducation physique,19,6557,28,0,12
ENS200194,2023-2024,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,Primaire,Instituteur,Éducation islamique,32,4702,25,1,11
ENS200195,2017-2018,Fès-Meknès,FES,Moulay Yacoub,Urbain,Masculin,Qualifiant,Professeur certifié,Physique-Chimie,32,6471,31,0,10
ENS200196,2019-2020,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,Primaire,Instituteur,Mathématiques,18,3759,21,1,7
ENS200197,2018-2019,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Primaire,Instituteur,Anglais,30,4184,21,0,15
ENS200198,2023-2024,Drâa-Tafilalet,DRA,Tinghir,Urbain,Masculin,Primaire,Professeur certifié,Anglais,16,6765,30,0,23
ENS200199,2016-2017,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Masculin,Collégial,Instituteur,Français,32,6720,23,0,16
ENS200200,2016-2017,Marrakech-Safi,MAR,Youssoufia,Rural,Masculin,Qualifiant,Professeur certifié,SVT,16,6535,21,0,0
ENS200201,2019-2020,Fès-Meknès,FES,Boulemane,Rural,Masculin,Préscolaire,Professeur certifié,Sciences,29,7002,31,0,0
ENS200202,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Masculin,Primaire,Instituteur,Arabe,15,6517,23,0,14
ENS200203,2016-2017,Souss-Massa,SOU,Tiznit,Rural,Masculin,Primaire,Professeur certifié,Sciences,6,6730,18,0,16
ENS200204,2019-2020,Oriental,ORI,Nador,Urbain,Masculin,Primaire,Professeur certifié,Éducation islamique,33,4981,19,1,13
ENS200205,2016-2017,Casablanca-Settat,CAS,Benslimane,Urbain,Masculin,Qualifiant,Professeur certifié,Éducation physique,2,6495,21,1,0
ENS200206,2016-2017,Drâa-Tafilalet,DRA,Midelt,Urbain,Féminin,Qualifiant,Maître d'enseignement,Histoire-Géo,6,6133,18,0,23
ENS200207,2023-2024,Casablanca-Settat,CAS,Berrechid,Urbain,Féminin,Primaire,Contractuel,Philosophie,31,2412,31,1,0
ENS200208,2017-2018,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Primaire,Maître d'enseignement,Éducation islamique,28,4436,20,1,23
ENS200209,2022-2023,Casablanca-Settat,CAS,Settat,Urbain,Féminin,Préscolaire,Instituteur,Physique-Chimie,20,4277,31,1,15
ENS200210,2022-2023,Oriental,ORI,Guercif,Rural,Féminin,Primaire,Professeur certifié,Français,16,6125,19,1,0
ENS200211,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,Primaire,Professeur certifié,SVT,25,6987,20,0,15
ENS200212,2021-2022,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Primaire,Maître d'enseignement,Physique-Chimie,5,4794,28,0,0
ENS200213,2016-2017,Fès-Meknès,FES,Taounate,Urbain,Masculin,Primaire,Vacataire,Philosophie,12,2523,30,1,24
ENS200214,2015-2016,Fès-Meknès,FES,Taza,Urbain,Féminin,Primaire,Maître d'enseignement,Éducation islamique,34,5150,20,0,4
ENS200215,2022-2023,Casablanca-Settat,CAS,Berrechid,Urbain,Féminin,Collégial,Professeur certifié,Anglais,27,6682,27,0,8
ENS200216,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Féminin,Collégial,Professeur certifié,Physique-Chimie,7,6049,24,0,0
ENS200217,2020-2021,Fès-Meknès,FES,El Hajeb,Urbain,Féminin,Primaire,Instituteur,Mathématiques,21,5679,19,0,0
ENS200218,2016-2017,Fès-Meknès,FES,El Hajeb,Urbain,Féminin,Collégial,Vacataire,Physique-Chimie,20,3186,28,1,0
ENS200219,2018-2019,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Rural,Masculin,Qualifiant,Maître d'enseignement,Éducation physique,21,4660,26,0,6
ENS200220,2015-2016,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Masculin,Primaire,Professeur agrégé,Arabe,18,10010,28,1,3
ENS200221,2018-2019,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,Collégial,Professeur certifié,Français,2,6417,28,1,0
ENS200222,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Masculin,Qualifiant,Contractuel,Sciences,19,4413,18,1,13
ENS200223,2018-2019,Oriental,ORI,Berkane,Rural,Féminin,Primaire,Professeur certifié,Anglais,29,7155,26,0,23
ENS200224,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Masculin,Primaire,Maître d'enseignement,Français,17,5394,28,0,20
ENS200225,2015-2016,Fès-Meknès,FES,Ifrane,Rural,Masculin,Collégial,Contractuel,Éducation islamique,10,4146,30,1,0
ENS200226,2018-2019,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,Collégial,Professeur certifié,Philosophie,6,6177,25,0,14
ENS200227,2018-2019,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,Primaire,Professeur certifié,Éducation islamique,23,7190,31,0,8
ENS200228,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Primaire,Contractuel,SVT,27,3945,27,1,11
ENS200229,2017-2018,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,Qualifiant,Professeur certifié,Éducation islamique,28,6817,30,1,0
ENS200230,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Masculin,Préscolaire,Maître d'enseignement,Éducation islamique,27,4390,27,0,10
ENS200231,2021-2022,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Masculin,Qualifiant,Maître d'enseignement,SVT,15,5047,27,1,21
ENS200232,2019-2020,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Masculin,Primaire,Professeur certifié,Éducation islamique,22,5662,20,0,3
ENS200233,2015-2016,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Primaire,Professeur certifié,Sciences,26,5516,21,0,4
ENS200234,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Féminin,Primaire,Maître d'enseignement,Éducation physique,25,5614,18,1,3
ENS200235,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Masculin,Collégial,Professeur certifié,Arabe,6,7214,19,1,12
ENS200236,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Féminin,Primaire,Professeur agrégé,Arabe,2,8284,22,0,0
ENS200237,2018-2019,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Masculin,Qualifiant,Maître d'enseignement,Histoire-Géo,23,4982,28,1,3
ENS200238,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Féminin,Primaire,Maître d'enseignement,Sciences,26,5855,18,0,21
ENS200239,2018-2019,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,Primaire,Maître d'enseignement,Français,18,5216,22,0,23
ENS200240,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,Qualifiant,Professeur agrégé,Éducation islamique,27,9075,27,1,0
ENS200241,2015-2016,Oriental,ORI,Oujda-Angad,Rural,Féminin,Qualifiant,Maître d'enseignement,Arabe,34,4859,30,1,0
ENS200242,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Masculin,Primaire,Professeur certifié,Éducation islamique,16,5232,20,1,21
ENS200243,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,Primaire,Instituteur,SVT,13,3706,26,1,11
ENS200244,2015-2016,Casablanca-Settat,CAS,Settat,Urbain,Féminin,Primaire,Professeur certifié,Physique-Chimie,24,6305,27,1,1
ENS200245,2015-2016,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Primaire,Professeur certifié,Français,30,6123,26,0,24
ENS200246,2015-2016,Fès-Meknès,FES,El Hajeb,Rural,Féminin,Primaire,Professeur certifié,Philosophie,21,6047,22,0,7
ENS200247,2015-2016,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,Primaire,Maître d'enseignement,Physique-Chimie,11,5250,19,1,18
ENS200248,2017-2018,Fès-Meknès,FES,Taza,Rural,Masculin,Collégial,Instituteur,Sciences,9,5471,26,0,0
ENS200249,2021-2022,Fès-Meknès,FES,Ifrane,Rural,Féminin,Collégial,Professeur certifié,Philosophie,27,6377,31,1,1
ENS200250,2017-2018,Fès-Meknès,FES,Meknès,Urbain,Masculin,Primaire,Instituteur,Histoire-Géo,8,6339,22,0,2
ENS200251,2019-2020,Marrakech-Safi,MAR,Al Haouz,Rural,Masculin,Primaire,Instituteur,Physique-Chimie,2,4965,28,1,12
ENS200252,2020-2021,Casablanca-Settat,CAS,Berrechid,Urbain,Féminin,Collégial,Instituteur,SVT,3,4127,23,0,13
ENS200253,2016-2017,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,Primaire,Instituteur,Français,2,4567,26,1,7
ENS200254,2022-2023,Oriental,ORI,Figuig,Rural,Masculin,Primaire,Professeur certifié,Mathématiques,8,7412,25,1,8
ENS200255,2022-2023,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Primaire,Contractuel,Anglais,20,5706,22,1,0
ENS200256,2021-2022,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Qualifiant,Instituteur,Histoire-Géo,31,5099,26,1,10
ENS200257,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Masculin,Primaire,Instituteur,Histoire-Géo,34,4938,22,0,24
ENS200258,2016-2017,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Urbain,Féminin,Qualifiant,Professeur certifié,Sciences,33,6346,31,1,22
ENS200259,2020-2021,Fès-Meknès,FES,Fès,Urbain,Féminin,Collégial,Vacataire,Mathématiques,7,3606,21,1,23
ENS200260,2015-2016,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Primaire,Instituteur,Arabe,29,4509,18,1,0
ENS200261,2016-2017,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Primaire,Instituteur,Physique-Chimie,15,5440,24,1,0
ENS200262,2017-2018,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,Collégial,Contractuel,Français,18,3704,19,0,12
ENS200263,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Masculin,Primaire,Professeur certifié,Sciences,7,6057,20,0,9
ENS200264,2022-2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,Primaire,Contractuel,Histoire-Géo,11,4200,31,1,5
ENS200265,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Masculin,Qualifiant,Professeur certifié,Anglais,2,7934,30,0,9
ENS200266,2022-2023,Fès-Meknès,FES,Ifrane,Rural,Féminin,Primaire,Instituteur,Philosophie,29,3652,29,0,21
ENS200267,2016-2017,Marrakech-Safi,MAR,Marrakech,Rural,Masculin,Qualifiant,Professeur certifié,SVT,23,6799,18,0,21
ENS200268,2017-2018,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Primaire,Instituteur,Histoire-Géo,4,4594,31,1,3
ENS200269,2015-2016,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Collégial,Instituteur,Éducation islamique,30,4530,20,1,12
ENS200270,2019-2020,Fès-Meknès,FES,Taza,Rural,Masculin,Primaire,Contractuel,Histoire-Géo,3,4275,31,1,12
ENS200271,2017-2018,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,Primaire,Professeur certifié,Éducation physique,27,6978,25,1,23
ENS200272,2020-2021,Casablanca-Settat,CAS,Berrechid,Urbain,Féminin,Préscolaire,Instituteur,SVT,33,3559,31,0,18
ENS200273,2022-2023,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,Collégial,Professeur certifié,Sciences,31,6336,23,1,9
ENS200274,2022-2023,Fès-Meknès,FES,Taounate,Urbain,Masculin,Primaire,Instituteur,Histoire-Géo,26,4737,29,0,0
ENS200275,2023-2024,Oriental,ORI,Guercif,Rural,Féminin,Qualifiant,Instituteur,Philosophie,27,4747,30,1,1
ENS200276,2023-2024,Oriental,ORI,Guercif,Urbain,Masculin,Primaire,Instituteur,Éducation physique,1,4578,29,1,0
ENS200277,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Masculin,Primaire,Maître d'enseignement,Mathématiques,29,5387,30,0,18
ENS200278,2019-2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Féminin,Préscolaire,Instituteur,Sciences,13,5013,29,0,20
ENS200279,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Masculin,Primaire,Professeur certifié,Éducation physique,18,5527,18,1,16
ENS200280,2023-2024,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Masculin,Collégial,Professeur agrégé,Sciences,17,8496,23,0,5
ENS200281,2018-2019,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Primaire,Professeur certifié,Sciences,23,7862,18,1,0
ENS200282,2017-2018,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Masculin,Primaire,Contractuel,Philosophie,18,5527,18,0,8
ENS200283,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Masculin,Primaire,Maître d'enseignement,Français,15,5060,27,0,15
ENS200284,2017-2018,Fès-Meknès,FES,Fès,Rural,Masculin,Primaire,Contractuel,Anglais,15,3858,23,1,0
ENS200285,2019-2020,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,Primaire,Professeur certifié,Physique-Chimie,12,6128,18,0,0
ENS200286,2020-2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,Qualifiant,Maître d'enseignement,Éducation physique,33,4980,26,1,23
ENS200287,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Rural,Masculin,Primaire,Instituteur,Français,22,4611,21,0,10
ENS200288,2018-2019,Oriental,ORI,Figuig,Urbain,Masculin,Primaire,Maître d'enseignement,Physique-Chimie,1,5593,31,0,18
ENS200289,2020-2021,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,Primaire,Professeur agrégé,Arabe,17,8334,22,0,0
ENS200290,2015-2016,Fès-Meknès,FES,Moulay Yacoub,Urbain,Féminin,Primaire,Professeur agrégé,Sciences,16,8574,21,1,0
ENS200291,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Masculin,Primaire,Instituteur,Éducation islamique,18,3865,19,1,13
ENS200292,2017-2018,Casablanca-Settat,CAS,Casablanca,Rural,Masculin,Qualifiant,Instituteur,SVT,20,4547,18,0,0
ENS200293,2015-2016,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Féminin,Qualifiant,Professeur certifié,Anglais,4,6323,30,0,11
ENS200294,2018-2019,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,Primaire,Contractuel,Français,30,5883,26,0,5
ENS200295,2020-2021,Fès-Meknès,FES,Séfrou,Urbain,Féminin,Qualifiant,Instituteur,SVT,27,5277,21,0,8
ENS200296,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Masculin,Qualifiant,Vacataire,Éducation islamique,5,2977,31,1,13
ENS200297,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Masculin,Collégial,Professeur certifié,Arabe,12,6946,31,0,2
ENS200298,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Féminin,Primaire,Professeur certifié,Philosophie,16,6032,23,0,23
ENS200299,2015-2016,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,Primaire,Contractuel,Éducation physique,27,4488,27,1,0
ENS200300,2017-2018,Oriental,ORI,Oujda-Angad,Urbain,Féminin,Collégial,Professeur certifié,Mathématiques,12,7236,25,1,17
ENS200301,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,Primaire,Vacataire,SVT,6,3546,28,0,9
ENS200302,2017-2018,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Masculin,Primaire,Contractuel,Mathématiques,3,4111,19,0,20
ENS200303,2015-2016,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Masculin,Primaire,Professeur certifié,Physique-Chimie,11,6805,18,0,21
ENS200304,2023-2024,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,Qualifiant,Instituteur,Éducation islamique,31,4598,31,0,0
ENS200305,2020-2021,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,Qualifiant,Instituteur,SVT,29,4553,27,1,21
ENS200306,2015-2016,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Masculin,Primaire,Contractuel,Sciences,33,2648,27,0,14
ENS200307,2016-2017,Oriental,ORI,Guercif,Urbain,Féminin,Primaire,Professeur certifié,Éducation islamique,14,6406,20,0,22
ENS200308,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,Collégial,Professeur certifié,SVT,18,6478,19,0,21
ENS200309,2015-2016,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Masculin,Primaire,Professeur certifié,SVT,2,5744,22,1,0
ENS200310,2017-2018,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,Qualifiant,Vacataire,SVT,18,4201,18,0,8
ENS200311,2018-2019,Oriental,ORI,Nador,Urbain,Masculin,Primaire,Contractuel,Sciences,19,5008,18,0,5
ENS200312,2019-2020,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Qualifiant,Professeur certifié,Éducation physique,19,7327,29,1,21
ENS200313,2020-2021,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,Primaire,Instituteur,Histoire-Géo,3,4586,19,0,18
ENS200314,2020-2021,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Primaire,Professeur certifié,SVT,34,6450,25,1,24
ENS200315,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Masculin,Qualifiant,Professeur certifié,Philosophie,17,5646,25,0,22
ENS200316,2016-2017,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,Collégial,Instituteur,Arabe,24,5892,31,0,0
ENS200317,2023-2024,Fès-Meknès,FES,Taza,Rural,Féminin,Primaire,Professeur agrégé,Philosophie,9,8924,30,0,11
ENS200318,2017-2018,Marrakech-Safi,MAR,Essaouira,Urbain,Masculin,Primaire,Contractuel,Sciences,10,4358,19,1,0
ENS200319,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Masculin,Primaire,Maître d'enseignement,Éducation physique,30,5848,27,0,24
ENS200320,2020-2021,Casablanca-Settat,CAS,Khouribga,Urbain,Masculin,Qualifiant,Instituteur,Physique-Chimie,16,5344,20,1,0
ENS200321,2017-2018,Fès-Meknès,FES,Boulemane,Urbain,Masculin,Primaire,Contractuel,Éducation physique,26,4685,29,0,0
ENS200322,2022-2023,Drâa-Tafilalet,DRA,Errachidia,Rural,Féminin,Préscolaire,Maître d'enseignement,Éducation islamique,17,5377,23,0,12
ENS200323,2016-2017,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,Préscolaire,Contractuel,SVT,4,5613,23,0,7
ENS200324,2019-2020,Marrakech-Safi,MAR,Essaouira,Urbain,Masculin,Collégial,Contractuel,Physique-Chimie,19,3999,18,1,0
ENS200325,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,Primaire,Instituteur,Éducation islamique,21,4648,25,0,3
ENS200326,2017-2018,Fès-Meknès,FES,Ifrane,Rural,Masculin,Primaire,Instituteur,Physique-Chimie,26,5792,29,1,0
ENS200327,2020-2021,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,Collégial,Contractuel,Mathématiques,1,4364,26,0,0
ENS200328,2022-2023,Fès-Meknès,FES,Meknès,Urbain,Masculin,Primaire,Maître d'enseignement,SVT,27,6225,25,0,11
ENS200329,2018-2019,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,Primaire,Professeur certifié,SVT,19,5732,22,1,13
ENS200330,2022-2023,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,Qualifiant,Professeur certifié,Sciences,26,6230,29,0,18
ENS200331,2017-2018,Fès-Meknès,FES,Séfrou,Urbain,Féminin,Qualifiant,Professeur certifié,Sciences,29,6258,30,0,10
ENS200332,2018-2019,Fès-Meknès,FES,Ifrane,Urbain,Masculin,Primaire,Professeur agrégé,Français,6,7161,21,0,6
ENS200333,2018-2019,Drâa-Tafilalet,DRA,Midelt,Rural,Féminin,Primaire,Instituteur,Physique-Chimie,22,4824,29,0,0
ENS200334,2016-2017,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Collégial,Professeur certifié,SVT,3,6505,20,1,5
ENS200335,2021-2022,Souss-Massa,SOU,Taroudannt,Rural,Masculin,Primaire,Instituteur,Anglais,1,5494,21,1,0
ENS200336,2023-2024,Souss-Massa,SOU,Tata,Urbain,Masculin,Primaire,Maître d'enseignement,Éducation islamique,34,6120,31,1,0
ENS200337,2015-2016,Souss-Massa,SOU,Tata,Rural,Féminin,Primaire,Instituteur,Histoire-Géo,4,6291,19,0,13
ENS200338,2017-2018,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,Collégial,Professeur certifié,Philosophie,19,7656,24,0,15
ENS200339,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Masculin,Primaire,Instituteur,Histoire-Géo,3,4577,31,1,0
ENS200340,2019-2020,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,Primaire,Maître d'enseignement,Français,1,5155,23,1,5
ENS200341,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Féminin,Primaire,Contractuel,Arabe,1,4824,28,0,22
ENS200342,2023-2024,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Masculin,Primaire,Instituteur,Éducation islamique,5,4832,27,0,24
ENS200343,2023-2024,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,Collégial,Instituteur,Français,34,4611,27,0,13
ENS200344,2022-2023,Marrakech-Safi,MAR,Marrakech,Rural,Masculin,Primaire,Professeur certifié,Éducation physique,5,7214,19,1,4
ENS200345,2015-2016,Fès-Meknès,FES,Taza,Urbain,Masculin,Primaire,Professeur agrégé,Sciences,15,8683,28,0,1
ENS200346,2017-2018,Oriental,ORI,Oujda-Angad,Urbain,Masculin,Primaire,Maître d'enseignement,Éducation islamique,24,5438,28,1,0
ENS200347,2015-2016,Casablanca-Settat,CAS,Mohammadia,Rural,Masculin,Primaire,Professeur certifié,Sciences,3,5558,22,0,9
ENS200348,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Féminin,Préscolaire,Professeur certifié,SVT,26,5992,27,0,17
ENS200349,2022-2023,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Masculin,Collégial,Contractuel,Éducation physique,22,4707,31,1,0
ENS200350,2023-2024,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Primaire,Professeur certifié,Éducation physique,32,5799,24,1,18
ENS200351,2020-2021,Marrakech-Safi,MAR,Essaouira,Rural,Masculin,Primaire,Maître d'enseignement,Arabe,33,4720,31,0,19
ENS200352,2022-2023,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Masculin,Primaire,Professeur agrégé,Physique-Chimie,27,9153,28,1,0
ENS200353,2017-2018,Oriental,ORI,Berkane,Rural,Masculin,Primaire,Vacataire,SVT,7,2412,31,0,18
ENS200354,2017-2018,Drâa-Tafilalet,DRA,Zagora,Urbain,Masculin,Qualifiant,Professeur certifié,SVT,26,6586,24,1,6
ENS200355,2023-2024,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Masculin,Qualifiant,Maître d'enseignement,Éducation physique,31,6295,24,1,0
ENS200356,2016-2017,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Masculin,Collégial,Maître d'enseignement,Philosophie,33,5815,25,1,13
ENS200357,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Masculin,Collégial,Professeur agrégé,Philosophie,4,9229,19,1,0
ENS200358,2023-2024,Drâa-Tafilalet,DRA,Tinghir,Rural,Féminin,Primaire,Instituteur,Français,6,4751,29,0,2
ENS200359,2016-2017,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,Primaire,Instituteur,Français,27,3320,30,0,13
ENS200360,2020-2021,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,Collégial,Instituteur,Mathématiques,11,5109,21,1,0
ENS200361,2023-2024,Souss-Massa,SOU,Tata,Urbain,Masculin,Primaire,Maître d'enseignement,Physique-Chimie,21,5851,29,1,18
ENS200362,2017-2018,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Primaire,Professeur certifié,Physique-Chimie,32,7326,24,1,18
ENS200363,2023-2024,Drâa-Tafilalet,DRA,Errachidia,Urbain,Féminin,Collégial,Contractuel,Éducation physique,21,3886,30,0,6
ENS200364,2020-2021,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,Qualifiant,Instituteur,Sciences,25,4714,23,1,0
ENS200365,2016-2017,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,Primaire,Professeur certifié,Arabe,17,7075,25,0,24
ENS200366,2018-2019,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,Primaire,Maître d'enseignement,SVT,11,6161,26,0,0
ENS200367,2018-2019,Oriental,ORI,Driouch,Rural,Masculin,Collégial,Professeur certifié,Anglais,26,6455,23,0,7
